feature	control	acpa_neg	acpa_pos
CDK1	1244.6845399308645	1303.5180034721673	1314.0289236106873
CDK10	1571.3935069447186	1587.222074652885	1593.2402430551256
CDK11B	1624.9119010415313	1778.5655295139486	1650.6752864580938
CDK14	2216.2847743063753	1661.1455295136655	1793.8645399310415
CDK16	2138.1969444446668	2040.7375347218958	2633.3754079861155
CDK17	1421.7781423606668	1395.7968836809687	1422.7500954861457
CDK18	1352.2632031237608	1366.4857465272823	1411.4541493054903
CDK19	1986.3722309023024	2267.0252604176353	2348.593168403145
CDK2	2099.6332204865835	2283.49186631949	2109.5398611113233
CDK20	1408.3353472217607	1413.448940972396	1424.643211804979
CDK3	1670.8483420134999	1724.0905642363543	1577.1987760408747
CDK4	955.2307638887709	969.768368055469	994.8826302077603
CDK5	1585.2871701384483	1683.9548524305933	1623.2066319441042
CDK5R1	773.3504079864687	773.2399999998021	765.8386631948124
CDK7	882.3556250004061	878.824340277125	948.4907031244271
CDK8	1084.164175346021	1063.0336284723019	1083.0683159717287
CDK9	800.5389409721771	790.5788194448542	845.2879687496561
CDKN1A	1538.0451215270834	1569.904947915792	1521.1612413197922
CDKN2A	2580.0967013898853	2595.65265624977	2511.759053819385
CDKN2B	1588.0770399299793	1602.1436979164162	1552.1723784719582
CDKN2C	951.5961979161668	945.0531250003853	927.3465625001147
CDKN2D	1674.9498524299895	1548.8329513884062	1714.9590104158015
CDO1	1099.0504947916045	1042.8005121525412	1062.3042187499693
CEACAM1	1077.5886805546038	1081.437734374573	1056.5918055546765
CEACAM7	1038.3419618054893	1068.690954860885	961.462118055094
CEACAM8	1389.6824218746142	1466.6832378470735	1315.977395833052
CEBPG	1096.7319184025828	1077.2654253473227	1089.8010590266351
CEP55	1592.7921093749062	1728.4686718755515	1487.4122569451872
CERS2	739.1781076389166	684.8408593751977	764.7224652773439
CFL1	1131.8264236108432	1129.3549131946047	1157.8896788193128
CHEK1	1502.5281423608335	1643.7635156250622	1958.7026822909381
CHEK2	1447.029644097802	1613.042873263781	1504.4578732638745
CHI3L1	1012.177855902312	981.6602343746357	999.7967534712504
CHIC2	500.1446267359835	483.8433420136063	481.19650173649995
CHMP3	1160.6634374994057	1150.558298611385	1149.402170138042
CHN1	735.2004427083436	670.590407985479	693.3925173609167
CHST4	1085.0962239579062	1088.3193836804057	1099.8033159716247
CIDEB	2553.557170138729	2490.771302083604	2708.5189149311454
CIDEC	1017.2046267363015	1030.4751302080826	1026.9193142360418
CISH	918.852986110677	910.6251302083745	966.1110937498751
CITED1	3352.752447916334	2960.372013889104	3222.09743923623
CKB	1731.8418142356563	1769.5563020839897	1694.3820659719474
CKM	1066.1364583325728	1069.3191579857082	1021.9692534720621
CKMT2	1222.5094618055625	1259.2679340276354	1201.3123784715726
CKS1B	1638.586406249334	1516.8579340278338	1735.8390017359477
CLK1	892.0089496522709	951.2160763885313	985.5073090270938
CLK2	726.3442447919062	729.0423003469896	745.3026128471874
CLK3	2271.8444270827613	2322.9845052070004	2133.8505295136465
CLUAP1	986.4952604161464	1021.5523871532505	982.2753645826248
CMC4	982.5905902775417	974.5300781248541	967.8909114577604
CMPK1	1010.9559288184063	987.0495138885001	977.6015624993543
CNN1	1759.9881423614477	1901.3652951372399	1682.594409723021
CNOT2	2673.9060243043846	2471.3135503472913	2490.7413715275934
CNOT8	2175.2363107646765	2304.305963541729	2261.7875000005934
CNOT9	1961.1876388890514	1953.148958333229	1776.8685243058233
CNRIP1	1664.4336458333546	1609.970842013166	1562.1834461801554
COL4A3BP	1350.4144878468333	1136.796840277406	1146.936232638698
COMMD3	1724.1270312498546	1861.274739582834	1570.7906249993114
COPG2	1585.7169444449892	1605.370703125156	1620.9899218737498
COPS6	1648.1722916661042	1725.2723871532082	1807.1171440970534
COQ8A	1501.918984376187	1480.3735763890727	1553.095416665636
COQ8B	2151.6170138890734	2184.3862152788442	2238.5687760417395
COTL1	1163.3318489578228	1150.1323177077081	1134.1987152771462
COX6B2	814.8230295136667	822.1343315972497	814.15499999975
COX6C	454.10654513868843	459.4757638886136	466.4948871526759
CPA4	618.140477430677	602.2430902771979	608.2841319447083
CPM	1238.571605902604	1259.3845572919683	1223.8243923607602
CPXCR1	214.694236110925	225.22499999978547	233.84161458306468
CRADD	2643.780581597437	2978.994522569167	2381.172465276709
CREB1	846.0544357644168	845.5075260416563	852.7173784722501
CREB5	1017.7999913184998	1018.947369790792	1028.5592100694894
CRISP2	2628.837508680604	2804.477526041615	2379.9109114581142
CROT	1711.967265624813	1703.2967881940733	1767.778255208438
CRX	1658.3196527775513	1579.127534722063	1673.6318142362088
CRYAB	4926.951458334499	4915.756067707771	3717.818246526699
CSAG1	537.8313194445344	530.8611979159125	551.0352083331146
CSAG2	1140.4892361107604	1125.0894357634693	1146.1968315966976
CSK	1770.4740364568866	1783.4631249990625	1676.9687500005004
CSNK1D	801.1396093748855	814.1579340273855	846.634869791698
CSNK1G1	1009.8873177086352	1016.8809201387394	1050.651249999896
CSNK1G2	965.3128124994691	968.1035156248854	1044.3057465274057
CSNK2A1	2339.125095485833	1943.2831597224485	2777.861588541291
CSNK2A2	1265.8732031246034	1228.0834375001248	1447.0684722226144
CSRNP1	1392.4830989585203	1432.544739584094	1378.0297743059793
CST4	1033.5239409716876	1021.2032552073642	999.3031336800732
CSTB	712.1989583328229	697.8241145832083	681.7969878468957
CT45A1	678.6435416659854	620.7530815970313	676.539487847521
CT47A1	3264.9575086809573	4007.1057552074767	3271.2960763870624
CT55	944.188515624896	939.2211892360624	892.2985590280106
CT62	2285.252395834166	2326.632786458229	2163.21546875052
CT83	768.04854166625	768.7466927079271	741.1285156245939
CTAG1A	1735.1233333335006	2335.7192447920834	1627.5651128470838
CTAG2	1875.7065711803127	1985.6352604170738	1878.2788281258747
CTAGE1	957.0970746517495	967.4705034722083	945.2011024300725
CTAGE5	1248.1791927087813	1234.2072048601979	1220.0232986113335
CTBP2	1407.111388888094	1523.8816579861566	1321.1960243060942
CTCFL	1368.1120399305107	1351.9014409719166	1350.398593749489
CTNNA2	1023.859123263896	1080.4676215270206	1048.7027430550943
CTNNB1	1747.777578124531	1656.2748350693232	1753.0076041662605
CTNNBL1	1450.0966579855833	1488.4660069450726	1420.0321701388543
CTSD	870.5944791662711	897.236831597448	829.4014409720937
CTSE	1090.8103732645309	1119.7942187493647	1056.5394965275727
CTTN	1336.2548263883857	1301.261727429823	1343.1477430553125
CUL4A	1183.9108854162807	1184.4811371523858	1173.404184026875
CUL5	795.7651041664062	804.689105902302	801.3481336806875
CWC27	1892.1885156245316	1908.962126735594	1711.983298611104
CXCR2	830.5991232638229	822.7859201388438	812.1500868052187
CXCR4	939.276493055104	948.1104861106872	941.419166666656
CXCR6	586.7553819442292	580.5364409722188	596.1290798606875
CXXC1	1377.262473958532	1331.0218489588017	1462.868046874386
CYCS	1496.5603732628338	1452.2875607632825	1430.5194791665315
CYLD	591.8599392357187	579.9604253470312	608.0658506948333
CYP1B1	1246.7955468741773	1211.4505989580416	1242.185746526948
DAPK1	1329.903767360865	1292.147404512385	1295.4467534720623
DAPK2	1336.6651649300627	1336.4790798606248	1348.922361111136
DBNL	1330.307430554812	1364.1428038189893	1450.2739583316145
DCAF12	1648.5544618050212	1541.2613368047703	1620.0452604166878
DCBLD2	1015.1652864578953	980.6489670144375	1005.5253298615722
DCDC2	1496.1895920137085	1463.9453559020621	1398.0623871523333
DCLK1	946.723420139239	929.5631163196665	908.4495399299688
DCLK2	1856.4921006945106	1875.789366319427	2003.4987847221778
DCT	1094.8578385406354	1115.4720486108754	1023.224670139261
DDB1	718.3551475703125	690.0516232634271	732.411111111
DDB2	707.9828645834166	720.6592187505415	741.1376562498021
DDIT3	1531.0166406243961	1553.733420137948	1822.5321006938225
DDR1	876.1791840278332	883.1995572911873	873.1203211806042
DDR1_ext	1591.4231249992924	1572.6213715281358	1561.2442621525627
DDR1_int	1631.1397743052498	1593.5794357636455	1707.0877343745935
DDX43	1865.111553818792	1746.6923611112297	1844.0458854165
DDX5	965.7975520831245	927.4733420130002	967.4371961803129
DDX53	1076.6653038203644	1382.9076041665533	1082.6950607634278
DDX55	1508.8180468749795	1486.170894097209	1493.2558072913855
DEDD	896.201119791646	901.3429861109372	884.1129166666251
DEK	464.19160590230837	469.45021701303335	479.56465277742916
DFFA	2122.270295138708	1946.2338541665213	1983.2576215272923
DGKA	1160.7379253467607	1123.9337413185315	1191.1003993056977
DGUOK	1387.600954860739	1380.5483767363748	1323.2002430554166
DKK1	1395.9441493048328	1451.6729340282295	1349.0420138888228
DKKL1	961.2354600694586	942.2647569438435	953.6691840272497
DLX1	1525.9744618061047	1459.7305468747602	1554.6455815971353
DLX3	1686.5560156250003	1702.4433159717912	1758.8685329872499
DLX4	1325.2342968738642	1252.0992968743856	1387.3316666663857
DMAP1	1167.1892968744169	1147.8449739575315	1223.6046614582194
DMPK	2221.775815971719	2274.911302083051	2612.924574652832
DMRTB1	4198.1296006936345	3996.720963541562	3919.4440364590737
DMRTC2	1538.797864582854	1507.84344617999	1504.1037760413756
DNAJA1	1076.1968576386146	1053.664574652271	1165.46164930526
DNAJA2	1444.3225868045624	1474.852855902302	1293.505269096615
DNAJB1	1103.5695486108957	1079.3521527772602	1081.2176128469796
DNM1L	1146.891762152927	1124.306892361094	1147.5179253469066
DNM2	1008.6436545134371	1017.2047829862498	951.2021614579894
DNMT3L	3108.2646267360415	3341.880217014248	2964.160112847437
DNTT	1452.1972309029998	1452.8466406256985	1479.3302864588331
DPF2	1110.0914756935517	1091.1313020831249	1115.1039756936457
DPPA2	2150.3872656256567	2149.028524305656	2208.2749479158642
DR1	1185.151701389177	1199.7323871524995	1159.2203819439376
DRD2	905.8955381938334	883.9618749995625	904.8155815966771
DSTYK	1080.9197743051977	1096.101475694	1087.4687673605417
DTYMK	1392.4943923607395	1336.6790017369165	1352.4495920137608
DUSP10	1177.5990364573015	1224.710512152334	1235.155685763541
DUSP11	1162.2092013883334	1162.999079861177	1133.7449739583228
DUSP12	1374.8476996524475	1357.4098090274897	1290.2564670136053
DUSP13	1077.9059982625101	1079.441614583104	1051.607404513271
DUSP14	1011.3281423611663	974.011085068615	1030.3614236103851
DUSP18	1779.0702170138118	1823.257022570094	1750.1167361108437
DUSP4	1053.1736284716042	1051.0397309022283	1018.1058506940934
DUSP6	1844.780355903072	1842.0053559028024	1780.207760416479
DVL2	1521.0034635413654	1877.9856163199063	1617.8284114580208
DXO	815.0530555556459	808.9662152774479	802.3924913188752
DYNC1LI2	1134.616979166427	1128.5922135413018	1133.4259461804895
DYRK2	812.645711805323	794.8093663196562	812.682022569729
DYRK3	1779.8870399307286	1665.45678819399	1718.8347309028236
DYRK4	1252.2473784719164	1242.0658767363852	1216.0430034709577
E2F6	2453.3779253465414	2543.683463542052	2481.8116145830195
E6	1761.7395486114785	999.8243142353441	1029.740842013125
E7	2148.564913194187	1499.463680555479	1974.7626822903128
EAPP	2906.1610156247607	1928.3179079856875	2020.5045225693439
ECI2	940.4225781256666	901.2511892361666	881.5036718739686
EEF1A1	973.1306770835522	974.228940972	1014.2319704849473
EEF1A2	1123.248246527073	1104.2689930550937	1140.6781249991568
EEF1D	3093.120659722646	2986.4538715283857	3254.3255642357085
EEF1G	2734.822499998542	2814.012222222031	2608.7443663193853
EEF2K	717.5866840281667	711.0743489585728	732.5539583331146
EFHD2	1505.3821961802403	1359.1614322910623	1337.7179427084786
EFS	1212.7622569447917	1179.3763975690097	1165.5643576384896
EGFR_ext	1422.8323350691142	1402.2938802085523	1401.1938975690932
EGFR_int	1933.8241753478958	1953.8648177082298	1932.63499999999
EGR2	831.1751822913542	822.8093229165416	867.2995659720417
EHF	2623.28089409599	2475.0671788197496	2716.010859374656
EHMT2	1257.0451215275523	1284.4677083337185	1277.2069965274065
EIF4A2	712.6156857644271	714.231423611	728.4660156241249
EIF4A3	994.7337500001669	986.4736284710517	971.7655468740728
EIF4E	1554.7893315968229	1504.3079861115518	1627.1295486109063
EIF4EBP1	1319.7342274303844	1229.499036458104	1301.4038888878542
ELF1	3597.3151909716885	3046.340868055271	3418.253506943709
ELF2	1468.614140624823	1394.8608940971665	1567.4735503473544
ELF4	1387.170286458625	1460.672213541635	1546.495512152813
ELF5	1546.3300000003344	1443.4702170138648	1550.3033246524994
ELK1	2690.400868055614	2671.964652778323	2673.815442707958
ELK3	1250.6512152776877	1248.7726909718956	1307.1161979164171
ELL3	2096.554904513385	2146.8415972234175	2183.162821181802
ELMOD1	1793.5744618055105	1776.7264322922397	1769.2451128477499
ELMOD3	949.8940711800417	942.4540104160417	935.1303298611143
ELOA	1468.5626388894275	1437.5810416656873	1560.4047569445322
ELOVL4	1716.6974392363754	1743.415885416354	1612.2531423609264
ENO1	1107.8083072909585	1108.103463541781	1061.698793402375
ENO2	1223.724600694187	1085.8335763891562	1153.238680555416
EPAS1	1495.6807986106878	1554.7092708322807	1495.9275781241975
EPCAM	1550.1412847226982	1713.9472829858128	1353.7187760427812
EPHA10	1266.5680989580728	1373.4705295139895	1426.1969444437602
EPHA2	769.3324392356354	765.4930208334687	729.2011545140583
EPHA3_ext	728.9370572916458	718.9635243054792	718.5616406247917
EPHB3_int	1446.1942621526146	1378.115954861031	1446.795920139063
EPHB4	1163.7317621528537	1196.304696180135	1194.7274999997599
EPPIN	1317.2658072916358	1586.731171875427	1246.97488715299
EPS15	2789.391067708677	2569.0844444443014	3272.3348437484274
ERBB2	1062.5281684024276	1041.726510416489	1006.1262065971559
ERBB3_ext	2094.0065711802504	2011.4633159725945	2172.5561371537083
ERBB3_int	2686.1091840270315	2574.5515625003027	2723.0467708338947
ERCC2	727.8219444445001	724.0280034718332	770.5879166670104
ERCC3	898.5592708325938	900.1855295135836	963.406145833469
ERCC5	778.8094965274374	816.5554687500729	821.8328645833228
ERG	1015.388854166479	1000.9970746521253	1006.6769097219684
ESR2	1276.8301562499894	1247.3354513880722	1395.3710763886247
ESRRG	1399.1142968747497	1408.7124045135315	1376.4466059022911
ETNK2	946.8545399305832	916.6092708325104	943.7791493057189
ETS2	1485.2992534724376	1640.6656249998853	1470.2490277778124
ETV4	1552.8097656251048	1665.7949045138228	1495.1165364581038
ETV6	1334.362447916406	1413.177256943979	1450.5506944450835
ETV7	1659.0520225692605	1669.5385156243856	1751.1671093747398
EWSR1	782.2451215275833	797.7823611115105	810.5310416662709
EXOSC10	1271.0238715272817	1326.4585590276458	1322.5677430549376
EXOSC4	1411.5259982638227	1464.4481510411872	1423.2580815985316
EXOSC8	1125.7190017355208	1092.225104165906	1104.2069270826985
EXT1	820.0274826384792	838.3902083331978	883.0328038198228
EXT2	612.1139583330416	634.8191579857396	632.7021874997397
EZH2	1168.572361110437	1191.5324826379376	1207.0737413194477
EZR	1103.7167708337283	1094.1965451381247	1122.0952256940934
FADD	1135.1194010413851	1384.4312847220106	1197.0998263890938
FAF1	1130.5174739575416	1188.5620138888335	1039.325312499
FAIM	920.7111371521349	921.9292447915519	889.2336631946354
FAM133A	2504.2726388889996	2391.5447222220623	2461.874366320125
FAM46D	1231.4365451375936	1176.3217881946875	1243.1050781245935
