	temp41	temp44	temp68	temp70	temp79	temp71	temp61	temp48	temp47	temp78	temp66	temp72	temp51	temp49	temp75	temp52	temp60	temp46	temp74	temp58	temp80	temp77	temp50	temp73	temp76	temp62	temp53	temp56	temp69	temp57	temp67	temp65	temp59	temp45	temp43	temp64	temp54	temp55	temp63	temp42	temp95	temp96	temp112	temp82	temp89	temp103	temp106	temp83	temp118	temp110	temp86	temp100	temp109	temp102	temp107	temp105	temp111	temp94	temp85	temp101	temp117	temp81	temp120	temp93	temp91	temp98	temp113	temp84	temp97	temp108	temp88	temp92	temp114	temp119	temp87	temp104	temp116	temp115	temp90	temp99
acpa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
sex	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0
age	58	65	45.6	60	59	55	35.1	55	47	48	67	66	69	35	35	61	64	53	52	35	67	74	43	56	59	49	64	65.6	60	63	66	58	72	69	59	58	46.4	51	62.7	62.7	32	65	76	61	75	65	48	49.4	39.7	41	63	67.4	55	55	63	66	61	42.3	47.9	63	64	55	56	65	58	62	69.1	75.1	63	70.5	67	65	60	70	62	60	40.1	44.8	56.4	63.6
bmi	26	31.4	27	32.6	24.1	18.1	25.2	19.7	29.4	20.9	27.2	28.9	23.3	19	31.5	35.3	31.1	30.2	26.6	26.7	19	26.7	27	26.4	38.1	28.1	25.1	26.4	26.6	39.1	23.7	43.5	28.9	28.6	27.5	25.3	35.8	31	18	29	25.5	41.6	28.2	24.2	58.2	56.5	23.9	30.6	28.2	30.1	25.2	21.8	26.7	24.6	26.5	29.4	28.2	31.7	19.4	29.2	31.4	39.7	26.5	32.3	33.9	34.7	34.2	34.9	39	32.1	37.5	27.3	34.8	23.7	28.4	29.8	21.9	29.4	22.6	24
smoking	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
S-1-pyrroline-5-carboxylate	1.013409476	0.921215502	1.10159359	0.817948743	0.763164856	1.933722393	1.022550514	0.708416748	1.266920746	0.620236428	1.333606006	0.719634001	1.151528186	1.459330038	0.683825797	0.588641098	1.206873139	0.908013377	0.817025559	1.140486029	1.289795973	0.798400339	1.328542318	1.205245235	1.131624711	0.808698473	0.922626298	1.132652519	1.559531534	1.355096457	0.777476374	0.869637822	1.202831025	0.988070166	0.682389252	1.138294891	0.549649456	0.584992544	0.917752072	0.885186667	1.191055145	1.268870653	1.27668248	0.631512498	0.775238616	1.597870226	1.245557957	0.71495303	0.972905666	0.504736806	0.749829105	0.709933523	1.052100528	0.619827419	1.427529526	0.7801123	0.828163666	1.290578754	1.585493979	1.026116941	1.301848048	1.088851701	1.07720213	0.813472684	1.143430406	1.083020952	1.209956833	0.981442812	0.773673323	0.70554962	1.089267757	0.657786375	1.053770173	1.357057206	0.766917222	0.510849443	0.411509603	1.011929834	1.024542433	0.465538897
spermidine	0.973101771	0.73893156	0.865140853	1.970988081	0.688638501	1.210461008	1.091373168	0.795668323	0.988422786	1.179928083	0.779897015	0.907109524	0.796795439	0.906581564	0.927729559	1.220795528	1.191175206	0.672913425	1.014406563	1.374196155	1.118252905	0.841960535	1.03508115	0.588985327	0.499050874	0.472742554	0.415109831	1.217323566	1.373178144	0.67524625	1.085462048	0.528244019	0.875150829	2.499745266	0.651764506	0.654307221	1.189385134	1.350528561	0.521247391	1.442750534	0.37934631	1.00965862	1.637756456	0.634193881	1.875759232	0.64529029	1.163170202	0.523310227	0.556322069	1.45594399	0.818974389	1.465017323	0.781978343	1.480671203	1.042730562	0.496453606	1.215453052	1.32825345	0.991805984	0.458235208	1.022958408	0.378788761	0.798526335	0.823797226	2.817759433	1.198449221	0.750527267	1.072513617	0.664505821	1.817612418	1.248715466	1.113393083	0.495624218	1.631115808	1.403873804	1.872674687	0.704826813	1.008194016	1.166937119	1.080316517
1-methylnicotinamide	1.238192458	0.534020711	1.106452372	1.631597947	0.715110438	2.669524713	0.625549002	0.929289091	2.452937166	2.96583594	0.527291909	0.899107243	1.20045009	0.258709901	0.4583285	2.732602993	1.006109932	0.68877029	0.323264268	0.260568856	1.200594006	1.712760185	0.434330812	0.811137511	1.704225848	0.626516615	2.195391155	1.144470617	2.627901601	0.87797774	0.457271601	0.437820515	1.311709733	1.528841316	1.362034101	1.079578478	0.965962907	0.967230762	0.56624054	0.529620446	1.457123069	0.722902192	0.432373188	1.254306534	1.382246686	1.905738512	1.379020905	1.59782909	1.972467663	0.889918094	1.397485764	0.550962116	0.900307907	1.401452616	1.044772698	0.993890068	0.436230022	0.736095269	0.624765257	1.836005582	0.632196993	2.829628399	0.791627708	0.697566734	2.202156882	0.981107403	0.267013609	1.364684671	1.051736971	0.506500027	1.31154463	0.848841894	0.761262144	1.382324925	2.423039669	0.549111938	1.270387468	0.589567527	1.701732965	1.655894667
5-hydroxyindoleacetate	2.391319904	1.266789509	0.619843286	1.025206626	0.896794161	0.667823536	0.4533257	0.608214963	1.011503095	0.610075495	0.423682422	0.829582454	1.067963076	0.423682422	0.937761637	0.423682422	0.798418548	1.041861963	1.542810118	1.007281119	0.599270099	1.459479767	0.841461233	1.07163047	2.757755197	2.099949909	0.892715303	0.504830226	3.27526924	0.423682422	0.752746073	0.423682422	0.848348778	1.274267416	10.78151276	1.07884003	0.566084654	0.684765108	0.860245447	0.873269169	0.860227557	1.542488103	7.054098537	1.487369852	1.057354467	0.638520162	0.655533293	0.561648002	0.909102293	0.423682422	1.506941214	1.499481198	1.092990805	0.987620308	1.072489177	1.053365058	0.888886901	0.875076031	0.472682386	1.09658664	0.795055279	0.992718881	0.636749079	1.160488747	0.974077785	1.243550753	1.352373967	1.673512469	1.479552041	0.588911947	1.415399478	1.102651258	0.642223335	2.373233389	1.259150596	1.41527425	0.423682422	0.587534438	0.730795377	1.315091774
alpha-ketoglutarate	1.012289605	1.060819867	0.977152676	1.427973739	1.109318971	1.101525972	1.166633245	1.089595885	1.438264997	1.101625612	0.674718137	0.973119352	0.749153055	0.945145038	0.793709944	0.730244701	1.404526911	0.907104941	0.861274025	0.81078733	0.625642015	0.983623427	1.090020406	0.909009074	1.908325	1.002364217	1.004478292	0.775437166	0.871013952	0.900275925	0.778320304	1.012216209	1.705514943	1.493461022	1.251558375	0.59136419	0.959317912	0.501752078	0.976508568	0.66739519	1.115019083	1.17106021	1.576678145	1.222173023	1.07892202	1.523267881	1.38875216	1.535597314	2.570401479	1.240822659	0.802251187	1.302700259	0.765294	1.240123794	0.878172255	1.193004986	0.753634176	1.058589646	0.852655954	1.041176575	1.66584144	0.956452207	1.096502563	0.791104767	1.000319272	1.158824343	0.91877223	1.078674522	0.978312552	0.847041062	0.886925944	0.885194244	1.285424058	1.067165941	0.992320318	0.999680728	0.821751071	0.581815938	0.898201724	0.80865749
kynurenate	0.741799212	0.377076816	0.99221006	1.325119352	1.006772019	1.344085242	1.267881631	0.488689145	1.210115439	1.103878135	1.2616916	0.918833884	1.128905841	0.899224685	1.406240872	1.333062036	1.148397973	1.119417878	0.522390922	0.508468926	0.745612236	1.317439789	0.597146253	1.701678845	1.757907564	0.840602235	0.990378247	0.603856951	0.798852971	1.041876364	1.317352825	0.580562945	0.865971106	1.492595822	1.268649811	1.036210345	0.605562778	0.858643857	0.67760774	0.962815216	1.136776055	1.243299893	0.881053732	1.084548781	0.735211155	1.190798349	0.706080546	0.593407929	0.308270693	1.408717107	1.123617779	1.137502982	0.810965453	0.411851145	1.057320225	1.771437109	0.930284104	1.015681338	0.556746041	1.034929303	0.647857237	0.559391745	0.893026849	1.001041335	1.590646274	0.680105159	1.20678852	1.768204958	0.580179413	1.114274756	1.05642829	1.443698811	0.484879466	0.987413677	1.558304698	1.082648959	0.998958665	0.859125502	0.704704736	0.67940053
3-hydroxyisobutyrate	0.850705473	0.495644586	1.529955626	1.842944287	1.127314369	1.912035449	1.365058397	1.255289931	1.346072945	1.189330048	0.816910976	0.852295197	1.995772872	1.344823947	1.07590795	1	0.87469556	1.394060062	0.748473498	0.741414023	0.677009295	0.765166665	1.007392551	1.494372779	0.613935737	0.686131544	0.715522103	0.9614896	1.048806984	1.038091328	0.857151216	0.633435183	1.208582981	1.362073042	0.437946849	0.526111302	2.628740247	0.658385395	0.68358127	0.973596921	1.808874942	1.0036865	2.332794405	1.086991392	0.882406169	0.990397618	0.712501897	0.615768715	1.300218306	2.10069892	0.951011673	3.280664173	0.842120169	1.490016302	1.249462312	1.06348838	0.908925421	0.991293281	0.546064671	0.884959135	1.056165533	0.482616102	0.72084678	0.436664415	1.919993137	0.980834622	2.346958407	1.53994067	0.739581469	1.819478676	0.956888311	2.457683882	1.07266404	1.490227113	1.673875466	1.273836477	0.436664415	0.685756533	0.826816257	0.9210309
3-hydroxy-3-methylglutarate	0.943053264	1.155620654	0.746993266	1.355057816	0.583499671	1.691866027	0.906136323	0.588499125	1.165870068	0.81437796	1.135422302	1.201509163	0.765828494	1.190598842	0.775415666	0.848470716	1.961190275	1.249504319	0.875785828	0.819709866	1.009014873	0.86144238	0.816432639	1.02461085	2.212658665	1.030369816	0.852908531	1.388756159	1.220898036	0.648212749	1.236865108	0.991304255	1.796902524	1.958223515	1.457346745	0.574464811	1.246453612	0.574464811	0.732437287	0.789082883	0.796399514	1.498634211	1.712028403	1.429157528	1.049418241	0.683585349	0.976359193	0.574464811	1.038174133	0.968270392	1.216768024	1.565729091	0.999161872	0.959335467	1.266621984	0.803876042	1.32557543	1.398079501	0.678931007	1.321690594	0.706998969	0.717381629	0.777963362	1.335281193	0.814431925	2.243001165	0.913315043	1.141106649	1.093467265	0.947272553	2.638263143	0.818530624	0.78078355	1.000838128	1.109671518	0.816918993	1.000892093	0.819250828	0.915225149	0.972554305
3-phosphoglycerate	0.996062879	1.220545875	0.538488105	0.890750149	0.619114275	0.979169623	1.231183642	0.797368526	2.5492944	2.570659188	0.473819418	0.728145706	0.518186596	0.681781694	0.893338493	0.965347567	1.725047343	0.761290813	2.148460853	1.429399575	1.003937121	0.720152274	1.132877569	0.988673708	0.560282528	0.507955735	0.639756721	1.763545427	1.333449566	1.112109281	0.796559149	0.556284981	1.217913182	2.37847755	0.665638499	0.89966494	2.007930234	1.559106714	0.702946909	1.492310916	0.467869386	0.705047964	0.839884669	0.973965771	1.377322247	0.583677965	1.743727326	0.700721122	1.216550545	2.925141475	0.709363719	2.636059087	0.685729903	1.339766035	0.805457309	0.941975967	1.843399917	1.202646996	1.15816839	0.836286821	0.890111517	0.419068374	0.780210837	0.738942022	3.208918007	1.362914778	1.380392337	1.582126289	1.631239412	2.593738081	1.23951801	0.502738023	0.450544833	1.359570276	1.878192605	1.223369826	1.028441849	1.219901145	1.168232941	2.230526162
cholate	4.69993591	0.811238402	1.912964547	2.219740949	0.926311919	0.664131191	0.744357052	0.847389323	1.095434426	0.603284054	0.503868306	3.887274075	5.660430263	1	13.51923853	0.523972338	2.427111617	0.750665938	5.099218328	0.827338222	16.73300678	0.742899284	1.419616774	7.788060039	2.297788027	0.57929598	0.591577565	3.101996527	2.662783578	0.899614314	0.755260982	0.303847992	1.534105182	1.221861079	7.697559706	1.301654902	0.543976229	0.479688533	0.822913418	1.123156332	0.742038071	0.585789412	1.155335945	1.598145388	1.573902669	0.954201203	1.193069094	0.510042717	4.767202088	0.207875665	0.550870226	0.875167021	5.191974696	1.161752125	0.557722735	1.875109798	1.555701316	1.00978092	0.794687946	1.381988057	0.505257405	0.55241812	0.772131889	0.842269254	1.749514316	0.207875665	0.693980378	0.824009247	0.351844169	1.064997268	1.33813772	1.26337956	5.823849022	0.732274318	0.599514459	0.680608686	2.191445379	0.855319064	1.022205564	1.268715648
"5,6-dihydrothymine"	1.266308865	0.642886133	1.158242169	0.87347324	0.626695665	0.750437078	0.697722411	1.181616354	1.264566904	1.119288017	0.997799106	0.669557345	0.729851658	0.957791311	0.837190963	0.85226039	0.91050505	0.388383042	0.702621391	0.67393797	1.137714707	1.152341318	1.231440994	0.631576411	1.588907649	0.880567417	0.900143476	1.305048447	1.064408109	1.145337984	1.412850429	1.165405373	0.831589337	1.490372247	0.779697136	0.845191936	0.984700211	0.714245642	1.315916655	1.195080247	0.91770993	1.21606648	0.69233503	1.486368668	0.945843413	0.89631572	1.132881172	0.996878634	0.821915756	1.002200894	1.226343723	1.077147215	1.106054975	1.115415654	0.614163965	1.163493123	0.922697148	1.046563266	0.778244634	1.596642932	1.320154992	1.147775752	0.873322813	0.573788568	1.087640006	1.640494111	0.583862963	0.469316173	1.111554361	0.931881026	1.032359935	1.104214357	1.402272657	1.177958236	1.002663572	1.151951249	1.362050617	0.970721219	0.959285164	0.883192405
hypoxanthine	0.67014516	2.093390872	1.681013495	2.252876387	1.434283683	1.084408072	2.069651745	0.095847735	2.306971862	1.2298323	0.477467772	0.413071086	0.912573991	0.691724412	0.486464004	0.192203843	1.784440279	0.718342064	16.40198587	2.006333046	0.097748535	0.047840334	1.250313422	0.394866051	1.441679452	1.480239511	0.069053551	1.657529463	0.421973911	1.017906821	0.073701005	0.24689353	2.185132032	1.566519396	0.398715606	0.639501211	2.366947058	1.752615076	0.927890904	2.002982504	1.228063794	0.780051309	0.06194615	0.059181568	1.520543716	0.096411392	0.249451789	0.123944447	2.297551701	2.408560065	0.815938639	2.844338823	0.803207139	0.062336808	0.447313529	0.299030812	1.515073029	1.207086242	1.310690771	0.81565913	0.982093179	0.055188279	0.038770389	0.862617597	0.812880181	0.29157214	1.862159857	1.094957709	2.752076319	1.923878356	0.590228402	0.581411497	1.793419428	0.1417893	1.889066008	2.685814557	1.745167925	1.570488194	1.058898488	2.305258561
linoleate (18:2n6)	1.554645514	0.138010306	1.484420225	0.597343417	1.175039811	0.720710913	1.204730511	1.005273713	1.632744247	1.766098979	0.891994691	0.725493755	2.611316823	0.242213395	1.778629281	0.633997839	1.614314812	0.678964306	0.460044849	0.472234122	0.306250033	1.733884979	0.705548604	0.823148772	0.644699851	0.467185471	1.475317554	0.401928865	0.506860433	0.51485279	2.003413017	0.371254224	0.731830332	1.689769494	0.659666847	2.48583653	0.926496818	0.689253809	2.215667479	0.99069367	0.523050636	1.686480331	0.194131758	1.924866561	1.787011738	1.481516039	1.589002441	1.237199379	0.589173269	2.018264007	1.069940358	1.157061186	0.830905731	0.361695723	0.912796275	1.03209869	0.726615069	0.994726287	3.029238569	1.077653184	0.43601619	0.269751897	0.29962251	0.502088028	1.958203082	1.105421333	1.116326202	1.215230955	0.911672237	1.751572093	0.817634265	1.143761801	0.440682805	1.1182786	1.753925837	0.768537234	3.970244937	2.062702736	1.327849484	1.402653444
laurate (12:0)	1.916141148	0.582075458	1.282775112	0.621891827	0.755095738	0.581734492	1.321566206	0.694055009	5.176486493	2.457149475	0.756337411	1.035111843	2.88028255	0.615920367	1.190658191	0.727577947	1.627276247	0.740289043	0.542082477	0.458844386	0.531750288	1.572034839	9.825565052	0.913383788	1.470378704	0.65697623	0.717530948	0.830163834	0.588975498	0.543819354	5.048324071	0.694729831	0.778431323	0.937733847	0.749146679	3.679877034	0.777539323	0.943867263	1.84099659	1.072317882	0.527119403	1.052025728	0.47520852	2.690166701	1.54444974	1.200376691	1.675589208	0.761855758	0.533217333	0.783441514	1.152615089	0.968013723	0.782701364	0.462101227	1.124865635	2.402097744	0.812407632	0.931258276	5.123833271	5.963124459	1.084967065	0.500907795	0.939607081	1.452955503	0.976579754	1.342309694	2.20143877	0.992192661	1.018101178	1.459646073	2.072642513	0.785307002	0.621992023	1.075254884	1.864919904	1.250364027	4.153823812	1.119687284	2.386986674	1.007807339
quinolinate	2.681426926	0.507761623	0.769545849	1.00801881	0.679028322	0.91090106	0.589062392	0.555193614	1.598429402	0.758802891	1.618328205	0.939365534	0.703554455	0.536892075	0.884360072	1.06759475	1.497291418	1.306543506	0.439518492	0.48291739	1.215270662	0.844244365	0.723047175	1.269013202	3.218700043	0.859970654	1.112603095	1.102538297	0.99198119	1.062263541	1.254002975	0.526176866	1.110776392	2.241337885	1.366371218	0.612854867	1.102099049	1.785746579	1.124992048	1.942398983	1.099335646	1.595696455	1.62510169	0.924860882	0.556997982	0.578535335	0.635185438	0.962883902	0.517640299	0.677556943	1.454424491	0.792129546	0.85322018	1.408674365	1.01874011	1.260830605	0.78004651	2.439517139	0.957974344	1.5271914	1.27094887	1.153388164	0.729202058	1.24457573	0.958413591	1.650158441	1.252070691	0.673173941	0.448658095	0.977157086	0.87131597	2.73580025	1.12807355	0.982229078	0.81379617	4.979395963	0.544847942	4.277586993	0.47441331	3.096112691
"N6,N6,N6-trimethyllysine"	1.22918309	0.782369751	0.824752961	2.130104685	0.964424885	0.949594344	0.64397786	0.842866058	1.02692563	0.657185364	0.977207023	1.023237994	0.656914239	1.003072845	1.037472202	0.814683093	1.229540633	1.283009662	0.929539322	0.929567465	1.026664641	1.163505134	1.031241739	1.241720361	1.456367637	0.671421985	1.448628155	1.300962711	0.903716619	1.062881348	0.820971636	0.757656793	1.22681218	1.713779707	1.887177061	0.866733986	0.395979286	0.68132517	0.967340894	0.868256668	1.169674652	2.275399339	1.408375075	0.669221936	0.794622189	0.875330865	0.847407864	0.806056924	0.52013267	1.474435052	2.717586927	1.187321422	1.210028614	1.172965081	0.997629557	1.002370443	0.707513952	1.010732756	0.625750081	1.655612142	0.746685414	1.08913014	0.832507555	0.766889851	1.769256885	1.138326965	1.257113451	0.294920272	0.715365944	1.277604486	1.104918266	1.969073274	0.925354953	1.225205205	1.348309247	1.814960431	0.62095285	0.784085299	0.746474963	0.377833024
N-acetylputrescine	1.391390042	1.059351126	0.722257797	0.879465494	0.584283758	1.108546659	0.920457832	0.868120072	1.118575057	0.75532655	0.997943343	1.142373813	0.802689332	1.036855493	0.680589074	1.529304902	0.878091675	1.222382757	1.086270264	0.628940407	1.818411492	1.619416318	1.626872232	0.765428625	2.488888761	0.943249557	0.898102599	0.937521938	1.715456323	0.63850332	0.967629971	0.906075632	1.346294319	1.209116213	1.680649742	0.781062513	1.024420628	0.573957679	0.920261629	1.006775062	0.756850699	0.951666232	1.00353513	0.848126623	0.919334431	0.688391124	0.912269334	0.825920131	0.617878169	0.634706354	0.945082507	1.98761498	0.762358285	2.205574133	0.716218794	1.317011013	0.742912934	1.338782006	1.161024819	0.925948936	1.26585623	1.193268249	0.692250446	1.674580951	1.238614191	1.562380606	1.43834751	1.096147142	1.501591419	1.460183837	1.470132801	1.002056657	0.963230098	1.099312406	1.338436863	1.157666331	0.730870078	0.858882244	1.701385108	0.957796187
N-formylmethionine	1.093128331	0.982562168	0.843264315	1.226650749	1.065377041	0.985922597	0.869163289	0.814070813	0.94370002	0.857733574	1.090379259	0.859205694	1.164519064	0.914733115	1.160405847	1.460687953	0.94428096	1.193477352	1.098486565	0.933577166	1.207299263	1.119792768	1.138550134	0.981211711	2.248947997	0.752649842	1.071692355	0.782193631	0.810584666	0.931653879	1.369039852	0.921477798	0.957263904	1.43849716	1.626239123	0.823345069	0.802905714	1.021244357	0.893645905	1.041470295	0.932542018	1.11302578	1.097485888	0.959689557	0.975640061	0.858012384	1.10625575	0.854683892	0.519261507	1.002532108	1.29710265	1.168901461	0.955688878	0.899177002	1.172690244	1.311287522	1.242781212	0.863507489	0.95586833	1.070560384	0.785325942	1.169878819	0.746787214	0.904016648	0.865049058	0.842114601	1.467809283	1.044202133	1.258877204	1.034119326	1.386189241	1.144844664	0.942955849	0.997467892	1.283103821	1.286869286	1.167715755	1.030825305	0.835366877	0.968339784
S-adenosylhomocysteine (SAH)	0.72483819	1.501912035	0.653048412	1.085647752	0.998481787	0.73715512	0.649920665	0.770087782	1.041083068	0.594260471	1.232583359	1.108158396	0.841432371	0.570071801	0.763855119	1.163316325	0.967033092	1.722292616	1.149389861	0.661290138	0.911589786	1.620549525	1.009691449	1.610686849	3.330239832	0.683983425	1.587057521	0.846968711	1.023035741	0.824983163	0.974441515	1.300252274	1.346826022	1.524411264	1.677282741	1.2654247	0.98296862	1.042167506	0.741321644	0.706265767	0.721847425	1.006575117	0.943346689	1.196956725	0.833259135	1.065694097	0.843041905	0.936143739	0.485576978	0.840987181	1.29094894	1.122735523	0.942011118	1.204719016	0.556738924	2.038252115	1.209216579	0.981028047	0.722121389	1.19185416	1.316393274	1.556145337	0.447130806	0.725146399	1	1.290834789	1.231966942	1.040615047	1.404015844	1.100441766	1.611953929	0.992637238	0.996096024	0.447130806	1.525541363	2.184354417	0.74820497	0.895060671	0.725865553	0.608015707
"adenosine 3',5'-cyclic monophosphate (cAMP)"	0.922550976	1.045728529	0.76755767	0.874763843	0.888068034	1.088064859	0.795203294	0.99512603	1.056376116	1.006408662	1.119848859	0.990659547	1.000682673	0.673496928	1.019162482	0.977619957	1.203441944	0.999317327	0.811037081	0.618480867	1.069680308	1.237617946	0.955118198	1.020951192	1.271296497	0.857109593	1.050914729	1.089980578	1.023459619	0.982710901	0.992331832	0.856209946	1.070654043	1.235829236	1.327064028	1.137704207	0.876954748	0.928001778	1.233140879	1.04306134	0.838682705	1.165254574	0.975259707	0.891433773	0.815355387	0.89469367	0.905521187	0.767959865	0.411360954	0.94309468	1.187724581	1.135375708	1.151590523	0.81831893	0.843223277	1.42718945	1.010779888	0.740737605	0.779814038	0.979323995	0.965924546	1.083915899	0.685552198	1.186824934	1.29497309	1.024782629	1.174420389	0.920455327	1.115276536	1.026063303	0.87237184	1.48492562	0.782608235	1.286558744	1.395077343	1.227033864	0.798166837	0.778639205	1.134761832	1.003053508
adenosine 5'-diphosphate (ADP)	1.073833238	1.123183897	0.4346183	2.454662303	0.132922932	1.269548063	1.204101614	0.362868027	1.896042832	0.943452342	1.319569851	0.567720333	1.33079396	1.09382198	1.102360905	1.267471423	0.978087421	0.675949294	2.018418778	1.123909623	0.814183338	0.947894581	0.373604768	0.841855447	0.952517918	0.381484548	0.410722626	1.559382148	1.021912579	0.43448181	0.801545063	0.449738023	1.643370548	2.97688032	0.466285894	0.913764847	1.32998967	1.028045292	0.400965947	1.20140045	0.533761045	1.330070898	2.132390956	1.096847389	1.733200705	0.588622557	1.932819134	0.570725769	0.387159188	1.976260124	0.44028029	1.71586985	0.641701047	1.399375011	0.9602419	0.814411708	0.91088658	0.962232651	0.966148239	0.389353009	1.708967469	0.3565662	0.965421848	1.300431341	4.121481771	1.449215701	0.92393499	0.791474791	1.805158043	2.580376585	1.344709911	0.472889995	0.306939899	2.331810974	1.587328568	0.688946436	0.746017748	2.198588431	2.015037829	1.709591993
adenosine 5'-monophosphate (AMP)	0.943873171	3.722150383	0.741995183	1.846100462	0.349291762	0.867301205	1.51324056	0.527341633	1.737465606	1.545258039	1.097061951	0.867895325	0.972655871	0.962650797	0.781566259	1.057779926	1.502742365	0.52890108	3.075514402	1.127219624	0.606333419	1.031777325	0.623783931	0.855055698	0.773488261	0.49269838	0.557680011	1.213471434	0.867495665	0.66766007	0.673644987	0.607719699	1.543427628	1.804304592	0.442671317	1.2126593	1.43908521	1.046081996	0.552898032	1.027344129	0.594072648	0.953287705	1.489256233	1.479026174	2.011553969	0.660797634	1.522225284	0.52277013	0.767361644	1.796793579	0.433705436	1.868023929	0.915345041	1.821489041	0.879361674	0.822051033	1.191234985	1.203203312	0.766220888	0.533898624	1.426354495	0.390464871	1.139560477	1.157271589	2.494746804	1.476563204	0.760663331	0.961047445	1.607914441	2.024400003	1.766911013	0.5494198	0.377757145	1.907288053	1.932508669	0.972352875	0.550304103	1.351514578	1.434391792	1.896375123
5-methylthioadenosine (MTA)	1.150093801	1.245621479	1.020344157	1.036983728	0.676779833	1.147276565	0.634241634	0.497189641	1.357186083	0.572998731	1.427096858	1.61513211	1.281732529	0.775452775	0.896169843	1.024539523	0.7901565	2.102131334	0.739353186	0.721611248	0.986389014	2.012854527	0.847313609	0.799649141	2.628969116	1.318806803	1.479181337	0.805625165	0.715130459	0.965832132	1.424204893	1.23335699	1.357424253	0.885140215	1.613762461	1.148890115	0.641562092	0.916886498	0.745206802	0.846049635	0.941304758	1.512555153	0.998143467	1.404996341	0.800366401	1.352075402	0.641405757	0.826897015	0.531939753	0.62191892	1.521565952	1.001856533	0.950362321	1.120608871	0.885992721	1.605605772	0.878692665	0.958671447	0.655043792	1.295033367	1.564243064	1.546138484	0.669444933	1.123141633	1.188745406	1.022316451	1.27437356	0.805999727	1.764703725	0.78095246	1.699430043	1.300859016	1.07580611	0.883616753	1.330177525	1.466143656	0.508408842	0.885437068	0.681030444	0.816451695
N6-methyladenosine	0.948790468	0.778372849	0.663850945	0.902462691	0.870276207	0.83264382	0.650574678	0.62120893	0.843625888	0.720889999	0.910338188	1.014224034	0.906306415	0.738228126	0.88756168	0.908578048	1.019587195	1.010967024	0.842241846	0.702446143	1.234843242	1.279493621	1.336863642	1.162970875	1.581026598	0.84558912	1.03473643	0.866041341	0.96633921	0.985181731	1.126857925	1.05074317	1.240905945	1.540791612	1.170312312	0.924622397	0.84934258	1.165550909	1.079988567	1.16490402	0.811785413	1.089488807	0.971958118	0.800825912	0.795680888	0.777312252	0.915272596	1.022362799	0.511628957	0.63040077	1.168822963	1.134252016	1.223477554	0.95167138	0.891916897	1.155794921	0.898603923	1.039527922	0.899461427	1.066915393	0.975493441	1.261147551	0.96928782	1.295402576	1.317780419	1.140307197	1.196909977	0.989032976	1.238521483	1.036662053	1.201393068	1.137366109	0.891631063	1.16980834	1.134184318	1.43041431	1.094129859	1.204687688	0.988130341	1.058009387
arachidonate (20:4n6)	1.228225537	0.277659904	1.101849337	1.009783667	0.730440072	1.355587029	0.705656745	0.702094818	0.949355969	1.108304357	1.126781333	0.989177313	1.911702854	0.373314102	1.084442037	0.814730619	1.367560091	0.78154017	0.658006901	0.555106377	0.569344288	0.871448308	0.846435268	0.990216333	0.777218583	0.593251563	1.209156689	0.928498088	0.707467995	0.707839214	1.222134649	0.611011945	0.697939146	1.629688222	1.167717266	1.350194724	0.899464242	0.833972704	1.306754869	1.277131469	0.73466279	1.486777457	0.524129137	0.795450917	1.863519579	1.409639674	1.454594844	1.29732986	0.684103959	1.043449746	1.124581576	0.768317837	0.906783644	0.415627629	1.252649468	1.174939444	1.036105499	1.510348569	0.92148024	1.056295159	0.66141152	0.474967615	0.717063395	1.130718157	0.915380956	1.237583743	1.083980244	2.116757114	0.796759542	1.606726262	0.919052634	1.313159283	0.676981095	1.108301729	2.039414615	1.104868856	3.850888034	0.847424985	1.164233082	1.15549072
