	temp41	temp44	temp68	temp70	temp79	temp71	temp61	temp48	temp47	temp78	temp66	temp72	temp51	temp49	temp75	temp52	temp60	temp46	temp74	temp58	temp80	temp77	temp50	temp73	temp76	temp62	temp53	temp56	temp69	temp57	temp67	temp65	temp59	temp45	temp43	temp64	temp54	temp55	temp63	temp42	temp95	temp96	temp112	temp82	temp89	temp103	temp106	temp83	temp118	temp110	temp86	temp100	temp109	temp102	temp107	temp105	temp111	temp94	temp85	temp101	temp117	temp81	temp120	temp93	temp91	temp98	temp113	temp84	temp97	temp108	temp88	temp92	temp114	temp119	temp87	temp104	temp116	temp115	temp90	temp99
gamma-glutamylleucine	0.676996516	0.671607984	1.376243563	1.284078622	0.975458089	1.51439828	0.903490511	0.535840345	1.015135697	0.595011248	1.19259227	0.815620611	1.127119764	1.231239151	1.205757033	0.83242544	0.842029058	1.760357813	0.754378312	0.798542565	1.079281474	1.274418662	1.004149008	1.212039373	0.889119573	0.921453251	0.775307706	0.793507414	1.244189317	1.165015763	1.168703678	0.727191434	1.697804734	1.633405004	0.891388582	0.683400032	1.035427308	0.515430043	0.762129479	0.897697642	0.919030338	1.375122523	1.194417378	0.665575455	0.84156755	1.190218864	0.644388586	1.070010108	1.152535597	2.263109871	1.133046238	0.706985993	0.991188278	0.995850992	1.728669169	1.583187921	0.984902416	0.780704316	0.455472631	1.039030089	1.025084824	1.441996951	0.664267368	0.613937187	1.32038151	1.010449576	1.599529379	0.868398976	0.53260503	0.774117896	0.925580509	1.242460944	1.412067958	2.437676017	1.280388428	1.007954164	1.10618312	0.722552748	0.847861904	0.788656823
3-methoxytyrosine	1.346316069	1.523726903	0.656646917	0.913984179	1.029029186	0.834928756	0.880239308	0.87961791	1.255685801	1.138380809	1.082856466	1.105508251	0.960296648	0.992545189	1.004884999	453.906878	1.225209815	1.628336004	0.825746119	1.011206762	1.217761331	0.918254108	0.969749401	1.067541889	2.139131156	1.041139026	1.385887854	1.338568669	0.976381427	0.931443975	1.031455867	0.783090473	0.581859241	1.021890529	1.73395444	0.802980441	0.527895375	1.662860677	1.40153844	1.048082187	1.017478779	1.12119942	1.600784602	1.202938112	0.951635042	0.930129178	0.960627856	0.769140003	0.530135724	0.761266055	1.194023846	1.044616934	0.789557549	0.943714401	1.343031911	0.581375301	0.769556741	0.638381573	0.93688077	1.51483271	0.870704516	1.673128143	0.83986372	1.412849714	0.918760303	0.78971988	0.670784155	0.821944421	0.875294744	1.252469282	1.179026949	1.30154444	0.995115001	0.85004871	0.890517246	1.151172703	0.861146161	1.338053746	0.969811802	1.326470611
beta-hydroxyisovalerate	0.907477915	0.655038465	1.009490157	1.271323755	1.213046826	1.668209622	0.859934083	0.301566148	1.099403663	0.282462021	0.938635554	0.72524287	1.08642638	0.740492513	1.110174571	0.675472645	0.639897065	1.044091551	0.67605167	0.842724206	0.805177272	1.200229682	1.826740217	0.930871722	0.758467503	0.700896377	0.753250345	0.989948611	1.088931535	1.338411358	1.102876332	0.93082279	1.250477362	1.408486761	0.636408086	0.787182264	1.214480673	0.805083115	0.922794283	2.923335497	1.087717881	0.990509843	1.085025153	0.751484355	0.568385591	0.494911658	0.498778746	0.943474604	1.22616868	0.900446576	1.656925672	2.695717771	1.587436708	1.19979597	1.277836862	1.2795428	1.202209193	1.18905101	0.367718118	1.217524819	0.818382903	0.873522272	0.60712987	0.54821238	1.498717581	1.515943769	1.477682134	1.025029683	1.127233946	2.053122789	0.819629921	1.438601265	0.898888916	1.359613617	1.584325096	1.506729037	1.72686466	0.549982077	0.842228958	0.538173223
palmitoyl ethanolamide	5.18274549	4.261425381	0.644872067	4.025698075	0.801248642	0.922779897	0.908358142	0.794836556	1.338716972	1.000468811	10.3190347	3.495737967	1.764822834	4.539250328	0.921626778	0.796699366	0.782404009	0.811776937	0.919817842	0.816458827	1.507817223	7.949135342	0.669602474	0.972886169	0.744103476	0.665164055	0.745998403	0.806381212	0.820083951	0.728116257	3.138386162	3.207992884	8.80069643	1.128889768	0.643479621	1.341428303	0.971126964	0.778346855	1.022240272	0.917238089	13.10607501	15.90406943	3.167139535	2.172420777	1.020574311	0.792042341	0.999531189	0.824600073	0.794278127	1.093980213	6.438846115	1.037922894	3.105508292	1.012181306	0.861875957	0.947502016	0.676650693	0.972695537	0.830934456	0.898456655	38.68679669	5.078967912	8.27900293	8.410648062	0.999106411	1.006545218	0.911678668	1.095404775	0.900296672	0.98132476	27.25414353	3.758438721	19.80620871	4.658359308	1.106206586	0.715166723	1.17414942	0.978061217	0.828856149	1.052039015
N-palmitoyl-sphingosine (d18:1/16:0)	0.821538926	0.59619562	1.303578824	0.920442435	1.191166006	1.035937432	0.714667183	1.22933553	1.646923869	1.543434508	1.098928899	1.056133625	0.709541685	0.959932085	0.696088224	0.636870658	1.125285132	1.542924251	0.537718208	1.198518209	0.965872254	0.744446656	0.911151675	0.858281428	0.79257471	0.951422711	0.530071833	0.904556909	0.695237975	1.433571531	0.95549788	0.449310903	0.494732615	1.269508099	0.469263543	0.953738707	1.863328836	0.882803597	1.060609862	1.268349968	1.171947653	1.394191123	1.151331936	0.922545921	0.912155118	0.641106969	0.710244714	0.850079776	1.149127102	0.993982593	1.096969432	2.321660169	1.188646356	1.118608595	0.634007975	0.99210495	1.106067953	1.08966353	0.692226258	1.280678795	1.142745912	1.006017407	0.978509124	0.886007981	1.356866088	1.803745887	0.816206199	1.134711484	1.390500966	0.898404551	0.837686673	1.120534778	1.136612383	1.115991865	1.042372443	1.705506255	0.868702955	1.130503284	0.564839292	1.423804333
1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	1.65259732	0.812399204	0.968832471	1.029738842	0.999553084	0.881398087	0.981896726	0.550932181	2.317196413	1.704790693	1.01786784	0.786375357	0.597180064	0.987581846	0.789705454	0.332303709	1.254097992	0.908069813	1.238190553	1.148537101	1.28248057	0.585793969	0.641497174	1.140273291	1.942310209	1.23624472	0.526912552	0.799641105	0.711589226	1.318066748	1.096480023	0.569950213	0.960946635	1.673145788	0.722349578	0.729296894	2.324754072	0.740816371	0.556409224	0.771948596	0.468852772	1.554053633	1.227905421	0.571865509	0.986682943	1.975647199	1.000446916	0.559301183	3.242357572	0.989935432	0.534149185	1.670467392	0.745512607	3.723574199	0.882399005	2.047752286	1.720723447	2.551445921	0.830114553	0.647481714	3.333131929	1.161287519	1.368249092	1.315532897	1.074899497	2.702164629	1.878256542	1.661473176	1.03008295	0.907696191	1.339718298	0.997705557	0.752078089	1.814721194	0.805819532	2.112745722	0.693427188	1.101705476	0.786015395	1.228330958
1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	1.413378928	0.507065498	1.099225849	0.490371346	1.123566353	0.815377421	1.180238765	0.527948824	2.361397632	1.746324364	0.903633292	0.350686765	0.576542198	0.956596943	0.865012954	0.68616741	1.163687325	1.791578884	1.625500754	1.346955891	1.359317923	0.272833583	1.235546954	0.930469681	1.063285882	1.668155535	0.992181939	0.666120051	0.772938516	0.9918216	0.858333496	0.590315364	0.707905842	0.314480745	1.486103814	1.017923657	1.666001436	0.603364934	1.104263477	0.452165258	0.901023401	0.895180495	0.680867229	1.077056947	1.788038156	1.280503098	1.131765582	1.894457541	3.039844009	1.187203297	0.483328282	1.409856521	0.535348377	3.117349571	0.859906829	1.167433661	1.585764625	2.25764555	2.260113895	0.652339534	1.822081559	1.803588746	0.656770257	1.027876856	1.21246507	0.797797591	0.856759113	0.52873905	0.969176953	0.810679478	0.415959705	0.632126592	1.347425919	0.731911795	1.007818061	0.949402999	1.062224002	1.800078474	1.16739527	0.704078523
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	0.999860475	0.89853748	1.001423238	0.771596556	1.044435629	0.939394948	1.061298012	0.849914325	1.070605907	1.072881047	1.010502449	0.823911666	1.014334557	1.175855182	0.904761462	1.114638498	0.935855753	1.073711138	1.1440444	0.97214553	1.009274176	0.778561849	1.060208832	1.021519802	0.814376176	0.972949339	1.007524089	0.794732544	1.065197373	1.024422521	0.956306592	0.948445366	0.881291961	1.033751703	1.027625049	0.968960971	1.180732321	0.936653821	1.017440865	0.864418501	0.940047252	0.96572342	1.074008959	0.99193177	1.137077067	0.977943759	1.046482042	0.879617443	1.307513881	1.07459769	0.875707926	1.059769106	0.883068192	1.162411357	1.000139525	0.944593322	0.999540045	1.018168108	1.052188088	0.842631582	1.18582126	0.866533056	0.890216552	0.934951695	1.18452663	0.872182396	1.048572644	0.873545488	1.054820071	0.830051181	0.914804458	0.893596595	1.001705987	1.133351933	0.939444754	0.891182728	1.01722322	1.09835059	1.149266532	0.95094578
stearoyl sphingomyelin (d18:1/18:0)	1.292364462	1.336663216	1.106606594	1.064041533	0.958039791	1.221798111	0.757442399	0.996020421	0.847083476	0.830915192	1.356259866	1.279754325	1.198596819	0.790005049	0.963780421	1.34463047	1.128125503	1.112339256	1.030910146	0.927575131	0.722710748	0.955881963	0.939099568	0.88707579	0.63050779	0.964458208	0.988074018	0.744784718	0.997874832	1.1811181	0.800259948	1.146107826	0.765448748	1.488071112	0.70193564	1.224488673	0.749484555	1.930477501	0.883642964	1.450212616	1.30667271	0.914239502	0.976150837	0.82465452	1.095190486	1.111268189	0.799771746	1.101908807	0.686516018	1.639261736	1.264362654	1.198669617	0.8015046	0.640282162	1.075879352	0.462781381	0.893700217	0.741873763	0.614744393	1.22195918	0.934955988	0.851681989	1.057322495	0.949369699	1.287118272	0.690052596	1.17114167	1.034555271	0.997313922	1.286375493	1.194793884	1.248665087	0.941827363	1.002125168	1.343203252	1.191054978	1.241963002	1.004235773	0.878455882	1.278640504
1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	1.070194422	0.917249463	0.964193724	0.926853045	0.9469993	1.205778915	0.976985765	0.75068191	1.327638321	1.264569401	0.925137569	0.732768776	1.019837494	0.986106033	0.696787571	1.029581596	1.020343963	0.858225042	1.077973631	0.892266928	1.162320527	0.768124878	0.992586902	1.02425596	1.024764651	0.856979327	0.702093569	0.85883147	0.88276799	1.03957708	0.883707118	0.791329325	0.985747445	0.997389072	1.055947752	0.92493898	1.23595793	0.840392391	0.937243465	0.982928846	0.81727444	1.038327895	1.123083256	0.856194644	1.251826837	1.061266497	1.050001407	0.780860715	1.175362279	1.018171825	0.788484621	1.407035736	0.982216938	1.062552938	1.077848357	1.381309866	1.086180864	1.302859303	0.805505422	0.882312047	1.36669247	0.881763053	0.99176527	1.202347551	1.002610928	1.393280595	1.073907464	1.10762037	1.013857134	1.023641575	1.044171273	0.932679976	0.966272558	0.950119349	1.160335906	0.978703635	1.358861215	0.939547891	1.239706992	1.074471392
N-stearoyl-sphingosine (d18:1/18:0)*	1.254671917	0.996334032	0.882924568	1.111136929	0.822602198	1.076366008	0.646349555	0.554637494	1.078351425	1.02329229	1.668181337	1.132968742	0.708116421	0.708481966	0.607918358	0.972647481	1.089672847	1.111561319	0.924028349	0.8139987	0.720170605	0.578388163	0.94159163	0.797206061	0.598205362	0.742483595	0.651722119	0.458612848	0.950015957	1.742802161	0.870664073	0.743614381	0.428459669	2.580625295	0.33811403	0.966683254	1.972308336	1.6904268	0.787358911	1.407636675	0.816721061	1.133630055	1.024219852	0.467492113	1.304638435	0.896279769	0.649571936	1.27973415	0.666035623	1.334251848	1.133157238	3.347317906	0.93302614	0.681978967	0.822811339	0.580155694	1.021540837	1.038846294	0.395048225	1.061682007	1.959222599	0.749361558	1.003665968	0.84399766	1.993880589	1.516323311	1.588606807	1.189306514	1.380777456	1.254196078	1.355280478	1.320761593	0.976830866	1.101190161	1.329059806	2.173479798	1.533412361	1.300548495	0.613527073	1.929077781
glycochenodeoxycholate	0.659977219	1.141570608	0.408321486	0.638960195	0.965995271	1.034004729	2.309340992	0.064225268	0.963951668	0.303030565	1.311675615	1.180819527	0.415803083	1.521716931	1.07586354	0.436961862	1.087306548	0.735882795	2.435298462	2.469765067	6.753230054	3.80109586	2.822797249	1.928339865	3.725211563	0.737887283	0.936394426	0.642109776	0.281874812	0.401060813	1.765345849	0.668480409	3.680407824	1.764364415	0.427691069	0.400695526	2.365596188	0.535277704	0.541189362	0.614686674	0.357238299	2.154745024	1.188075819	1.281582228	0.3688918	1.6672187	1.252843489	0.3086947	2.147390996	0.481721479	0.374754016	0.703533747	1.575541958	0.723451678	2.712142393	4.921487766	0.772283689	0.289573578	2.439194992	0.715250355	2.487134544	0.399498278	1.161628937	2.260084656	0.86904628	0.185066116	0.776809718	2.337466191	0.362528906	1.486517458	1.322231587	2.085864281	1.747127201	1.577662645	0.093758103	0.407872544	2.222414856	0.84551731	1.16183724	0.594842594
taurochenodeoxycholate	0.768751435	0.52910116	0.185228698	1.377957709	0.764739068	0.868946615	1.490901068	0.11053092	1.181011896	0.54965761	1.845893546	1.359725858	0.368499838	1.726739751	1.197475461	0.346464762	1.473018482	0.696542432	1.580569145	0.959562101	7.813862585	1.928618149	1.982385115	0.437660614	9.984514169	0.11053092	1.167132266	0.632000531	0.143035585	0.122700824	1.305985035	0.41402561	2.256413957	1.147341271	0.25326325	0.635572656	0.735179106	0.751940696	0.384218862	0.735110089	1.05244049	1.261969259	1.479928495	1.081461915	0.393858162	1.052130962	1.40933615	0.447212075	5.353545747	0.428568217	0.317246745	1.613601891	0.707980343	0.11053092	2.639852723	3.564821888	1.068337283	0.208685932	1.872042422	0.518419293	1.617296364	0.283864734	2.131464869	0.763745649	0.743447488	0.580823774	0.142494956	4.840205439	0.28607849	2.275332835	0.846246471	1.690006259	1.084195386	1.040437899	0.232451648	3.222957178	1.968940498	0.414932236	2.225992334	0.646553595
taurocholate	0.585443155	0.997669926	0.154655453	2.203325263	0.154655453	1.133030433	2.242512611	0.154655453	0.735190944	0.550090898	5.007445425	0.998409632	0.223618812	1.267244396	0.548705372	0.318599907	1.10852056	0.338315917	0.720095251	0.914629393	2.181796973	2.621079914	1.597090679	0.154655453	46.17107977	0.54535678	0.983698018	0.191834215	0.154655453	0.154655453	0.844963313	1.625538065	2.601841868	2.013067191	0.154655453	3.770403794	0.868056366	0.725617441	0.421239804	0.154655453	0.837165105	1.341089815	1.691007736	0.960454179	1.455712949	0.690097328	1.79276852	0.508570632	4.055830733	0.387756728	0.435058081	1.652668205	0.59966258	5.35529217	1.403273484	1.001590368	1.188388892	0.506951814	0.967398881	0.154655453	1.128799884	0.154655453	4.435507595	0.634497043	0.483045085	0.581738935	0.154655453	2.230862241	0.154655453	1.031357844	1.095359483	1.850146945	1.033096153	1.151932766	0.154655453	1.904065822	0.436124965	0.361548375	2.530224102	0.63234905
2-hydroxyhippurate (salicylurate)	33.75439429	5.365554874	0.511669121	1.032490054	0.151420358	1.216670471	1.349118905	0.256171693	0.63463756	0.423197123	5.943518324	0.376292405	0.350301853	0.442195898	0.770087371	3.482505642	0.283245246	0.584719531	0.644712758	0.666365336	0.294023053	27.42263772	0.390319217	1.8795884	39.28212793	0.611482802	0.967509946	0.780809984	2.602245961	0.303209176	1.120195298	33.79803359	11.79957754	7.022626682	21.20237067	2.391966096	0.31611271	0.399324839	11.86362531	0.712561478	0.627645784	0.644223468	1.273587734	30.1792726	2.762956863	0.391742335	1.478445132	0.461867447	0.177391517	0.532292399	35.17273729	0.07596825	0.186046581	0.662519635	3.855514732	1.302755688	1.219855331	0.449299554	0.437347749	20.98761708	0.964511553	2.861159468	0.50127469	2.991030179	0.345865424	18.04237282	14.49850602	43.52251107	713.9655841	30.54207671	67.70462245	87.07697368	1.398129957	55.02349786	1.207390368	0.264019727	0.283589838	0.802784777	1.609198952	0.211474747
azelate (C9-DC)	0.848970179	0.999954124	0.575423158	0.666243925	0.796557036	1.51036753	0.69602273	0.571510421	0.717700803	0.468680262	2.624730987	0.709418605	1.145490005	2.670517556	1.81004976	1.018418818	0.617533508	2.886894573	1.177827687	1.012624134	2.075608192	1.727186999	2.476825851	1.764546605	1.000045876	0.979658456	0.915268544	0.415871563	1.243371642	0.643517834	1.023919894	1.151555869	1.122460111	1.377183584	0.829785737	1.853758644	0.938569618	0.831335336	0.829757192	1.059020348	1.79154021	7.453766392	1.288446619	1.898162808	0.824774008	1.226621701	0.658601956	0.421866064	0.905245086	4.004997456	0.596711792	0.74931262	0.892014366	0.769104668	1.524795111	0.818312589	1.211078816	0.669469538	0.762492367	0.646810732	3.181750619	1.741920422	0.809214812	1.778034232	0.737602954	0.720875442	1.001291672	1.107422885	0.612715478	0.969712478	2.240811745	1.603353658	1.067541103	1.672671702	0.648533641	1.101452851	0.833884019	1.061746418	0.832263057	0.544598374
eicosapentaenoate (EPA; 20:5n3)	0.893086734	0.20340713	0.624378782	0.730461797	0.595986775	2.1246878	0.674970531	1.813945504	1.024360062	1.92193687	1.367930641	0.644687246	3.631621553	0.467706896	0.817051363	1.856087048	3.091217263	0.554073725	0.458721785	0.316689987	0.244235678	2.138489845	0.591253914	0.744441615	0.465778793	0.703373655	1.952103526	2.580654754	2.250713212	1.53410964	1.822336352	1.006594412	1.772394153	0.953386993	1.513810507	6.475662098	0.571935557	0.333996565	1.413951122	0.603680628	0.376931187	0.864894535	0.496071508	0.649241838	1.548001614	1.473853651	1.405715117	1.104243004	0.471883114	1.623841544	1.93186107	0.552472481	0.670515992	0.2331836	4.361180293	1.003132759	2.490078356	2.046591617	1.493759421	0.634906773	0.439993026	0.450255301	0.693423648	2.582817605	0.494739851	1.885761181	1.044719644	2.472633412	0.592029424	2.047105778	1.079064205	1.673480408	0.561412231	0.996867241	3.72142661	0.923651914	4.634333851	0.669400322	1.19004505	0.61979332
ethylmalonate	1.01427735	0.813568027	0.930507246	1.149653824	1.097921661	1.300778935	0.932909629	1.176586998	1.624856141	0.870566824	0.629014622	0.854427046	0.721504221	0.730365648	0.616121218	0.680673208	1.430630546	0.91284895	0.606412952	0.520961988	1.092355975	0.874567947	1.01012053	0.98987947	2.155759939	1.172460558	3.012551868	0.744938489	1.109522497	0.981129595	2.437955653	0.66207551	0.813192076	1.555503182	0.635392969	0.338212862	3.532582523	1.566485978	2.382857022	0.714407675	0.835820803	1.565016352	3.795721993	1.354658574	1.172728755	3.254572585	0.91807761	0.789858442	2.10778776	0.9434391	0.697329444	3.284574125	2.121997941	1.837138767	1.333307226	1.082592646	0.506073006	1.260282575	1.120111779	0.757860849	1.512189565	2.06237983	0.597800735	1.049846475	3.082672868	0.98611474	1.073277895	0.590304978	1.043292019	0.883179215	1.135255667	0.677693608	0.548588203	2.764253912	0.628898324	1.061507121	0.572470574	0.77042862	0.793258613	0.539398768
carnitine	1.154143252	1.057102654	0.786343965	1.057090071	0.980781206	1.103654632	1.020289406	0.755741531	0.956994086	0.751020938	1.180054503	0.920138623	1.122301501	1.143851972	0.856446829	1.205931581	1.068462422	0.714630556	1.14955965	0.957537645	0.901355558	0.886698464	0.801475536	1.317364579	1.192018133	0.887283076	0.964366208	1.177112911	0.941730478	1.132406835	1.115362912	1.032699016	1.021781571	1.022732267	1.124553009	1.06522385	0.800485898	0.807096125	0.927746427	1.140809888	0.919677639	1.003897462	1.2067004	0.748868546	1.020479028	0.952764871	0.877849883	0.789037672	0.833874933	0.939131589	1.115658873	0.782463854	0.960858052	0.766276396	1.215146917	1.040929993	1.121282571	1.204974323	0.660628127	1.056736102	0.99973828	1.089004564	0.900535946	1.027971121	1.154992901	1.090604779	1.00026172	0.939951024	0.947316267	1.210795687	1.152117645	1.363224003	0.882704056	0.838696598	0.84070016	1.028405625	0.688916894	0.571949622	0.941253549	0.886106776
3-phenylpropionate (hydrocinnamate)	3.361388934	3.526494704	0.464179893	0.220353662	0.476161845	3.091813332	0.120623981	2.924254209	0.181513084	1.675278105	1.562052488	2.420732408	1.290756375	1.825184085	0.727354793	0.196506347	0.807361056	0.592213896	0.120623981	1.938637882	0.120623981	2.002475004	2.711417165	0.4285355	5.213473284	2.335791127	2.311660668	0.120623981	1.36201518	1.254202594	0.120623981	0.161703056	0.222750386	0.120623981	1.644961801	0.460207561	0.125888778	0.120623981	1	0.423680428	0.233986173	1.810119203	2.404908037	1.32166728	0.120623981	0.613937639	0.120623981	0.502250988	0.150865335	0.160785339	2.012320058	0.641627374	0.120623981	0.977645015	0.120623981	0.120623981	1.803193855	0.499149738	0.176253283	1.430034493	1.621993894	1.104766299	1.266900732	0.120623981	0.134531306	0.197090954	0.925216896	2.019413627	0.120623981	3.100152731	0.680201465	0.713852196	0.502041129	2.783840187	0.374108724	0.859912425	0.203188525	1.900145402	5.139591241	1.150553878
phenylacetate	1.541934911	2.21880801	0.439975907	1.391701884	0.226203642	1.561149729	0.226203642	1.107784668	1.895937833	0.366404676	0.988348671	1.00542083	2.65681899	0.507820214	0.485741933	0.922577906	0.298876338	0.764307437	0.960908804	1.753900233	1.18249141	1.252804218	1.853015522	0.256783443	1.664273865	0.788479008	1.718363679	1.345264426	0.99457917	1.854299143	1.465717445	1.050130337	0.523865477	0.226203642	0.496998302	0.587049252	0.352047869	0.480291481	2.238427663	1.481535606	0.260535566	1.079387022	0.667601406	0.877068605	0.561880406	0.377275959	0.278328528	0.362415577	0.226203642	0.46089893	2.315701647	0.521367353	1.589685612	1.324538884	2.678413444	0.226203642	1.839201785	0.613985544	0.372783285	0.555827639	0.423160472	1.859236147	1.131373672	0.861062838	1.726006161	1.282149769	1.966922074	1.601662783	3.033156918	0.812946799	0.980271733	1.506042893	1.343368616	1.978721513	0.713021841	0.37865832	0.812512343	0.284736759	2.008017694	1.01342865
hippurate	1.966806778	3.971865434	1.819722401	0.735634445	0.559821102	2.197147264	0.815096984	2.103698882	0.552322138	1.454012387	1.447523307	2.148743586	1.674264717	0.684049181	0.747279045	0.474511581	2.370723567	5.221364076	1.65719277	1.270121176	0.677207019	2.234374241	1.255823485	0.409345236	3.052275088	1.680741406	0.849879108	0.788377883	0.894270679	0.553492731	2.220612949	0.923360206	0.461746232	0.802378769	1.927535109	0.899916141	0.167211099	0.175630366	0.767213335	0.462236766	1.454209447	2.918641086	2.052552023	1.213830452	0.106712676	2.446324744	0.183257412	0.311408833	0.601478664	0.643404016	2.099530216	2.537169908	0.724476231	0.742417337	1.899195072	0.417662727	5.590449942	1.01906846	0.804287958	2.48412625	3.439540469	0.779934175	0.591083346	0.707236266	0.290150355	0.300173284	1.322896281	10.70844163	5.873328451	3.348965834	1.571258763	0.527774737	0.410048354	2.623324598	0.712203956	0.98093154	0.326438486	1.531860622	5.055899877	1.605216603
xanthurenate	0.398044487	0.160915032	0.734237297	1.754254853	0.678770419	2.004730567	1.499561702	0.363802853	1.320775095	0.738524373	1.350495079	1.889895804	0.762786856	1.43913457	1.943151337	1.925866197	0.915824126	1.355681354	0.430992301	0.28395254	1.036278881	1.42577365	0.394540544	1.49944075	0.994368401	0.890712536	0.82871425	0.377606042	1.352378998	0.602360519	1.946419485	0.36650778	0.160915032	1.275751628	1.159686575	0.933235106	1.062518135	0.259802457	0.590506001	0.520942717	1.459707406	1.065021475	1.092510567	0.668302573	0.573775529	0.925543047	0.686214465	0.51090981	1.007262618	1.869351068	1.444199893	0.457238886	1.188923973	1.014897255	1.420095015	2.570065112	0.752151632	0.779101937	0.160915032	0.617152093	0.755699558	0.309918125	1.181666853	0.734225079	1.173671803	0.421896466	2.382394031	2.175451264	0.160915032	1.111793248	0.639690705	1.500336283	0.585232982	1.403677307	2.330437205	1.005631599	1.071617635	0.680545603	0.975400928	0.160915032
3-methyl-2-oxovalerate	0.758214966	0.455889408	1.177749607	1.571108355	0.875994741	1.074329983	0.911478682	1.120200666	0.816651208	0.757955978	0.932051386	0.899514155	0.959327066	1.164095448	0.957170486	0.771963482	0.910407167	1.077969316	0.789511865	0.904790449	1.19990372	1.208555182	1.361905828	1.206494738	1.088598771	0.993056099	0.628604366	0.910727762	0.795878355	1.079660253	1.043903572	0.713656711	1.647474551	1.93315663	0.900241486	0.905862121	1.375588326	0.561201785	0.993403254	1.123273899	1.138438204	1.083628959	0.992228986	1.05855222	0.938811715	0.814978278	1.027223403	1.00395771	1.400536381	1.770712808	1.192979729	0.99604229	0.808297585	1.460268935	1.377226187	1.231804646	0.94805982	1.090485266	0.728619718	0.738919756	0.942937105	1.009082203	0.844140386	0.542525593	1.416680184	1.074542243	1.196931913	1.120545908	0.610441828	1.065513892	0.98192411	1.288988876	1.505772857	1.661523337	1.389488665	0.923571938	1.868814204	0.901562039	0.879678664	0.855851147
methionine sulfoxide	0.732322373	1.032116165	1.254358039	1.15181731	0.751379656	1.545345613	1.020571972	0.50125797	1.255345648	0.604762524	1.281928063	0.675839672	1.040200729	1.589184886	1.393650042	0.912932341	0.765733889	1.426818496	1.37646762	1.066812207	1.263385492	1.048922368	1.03456428	1.077639196	1.07651327	1.03661103	0.989161772	1.23433699	1.551515398	0.719682029	1.137551038	0.849377952	1.698362841	1.010838228	0.875085154	0.828024629	1.100699882	0.529797809	0.543033293	0.765908267	1.041067994	1.089381907	1.24927183	0.708471705	0.672611955	1.113814665	0.820470969	0.627110217	1.657148494	1.684447164	0.886069142	0.535894997	0.718372235	0.856354918	2.950361021	0.972535463	0.8106014	0.913756011	0.809853709	0.735445107	1.189928734	1.111491165	0.874231235	0.796964372	1.314839398	1.043276192	0.973451957	0.949106862	0.589196956	0.770370569	1.510669618	0.745623396	1.126127012	2.053288318	0.825110259	0.612101533	0.733560814	0.980375839	2.761274077	0.835827698
3-methylhistidine	0.608356115	0.261182223	1.096477335	0.714906776	0.598416702	4.484546859	0.232883618	6.62702777	1.576143066	1.531309834	1.78221005	1.957992611	1.625491956	0.685774563	1.39309433	1.509425103	3.925970946	0.836358047	0.616146503	1.521103711	0.095516788	0.416096397	1.762206518	0.702075679	1.038193101	0.223172694	1.908494464	0.077874868	3.165501391	0.433582086	1.204963318	1.043272588	2.314252499	1.200646298	7.587303598	2.244086277	0.330127326	0.044496497	2.567726077	0.218176345	0.381379454	3.343768875	0.461992006	0.365744555	0.792619553	0.268370282	0.772890822	0.985399299	3.561751325	6.42096525	3.822717892	1.732062146	0.816249616	2.126643747	0.914015864	0.504469207	0.420090631	0.652722047	0.085277745	1.191070124	0.057119749	0.360978647	1.563141788	0.49180578	2.01123251	1.422672641	1.790856644	1.305411731	2.192982011	1.095298343	0.282591841	0.270737752	1.014600701	0.610957654	6.36996114	0.207718577	0.152037835	0.026166877	3.823852247	0.539871338
5-hydroxylysine	1.296702605	0.959837402	1.172836447	0.887388389	0.623437287	0.940308872	0.732317524	0.528289332	1.053950156	0.654942775	1.217260505	0.718516241	0.607190482	8.737430628	1.22187707	1.271670412	0.970773059	2.93272032	2.372587358	2.7032242	1.214133935	2.616375008	0.781441825	0.992422313	1.211193399	0.931602776	0.892830104	0.872611947	1.178729526	1.011885084	1.483820671	0.845182646	1.581951858	0.913423761	0.912114273	0.542922244	1.058817946	0.939809474	0.790842502	0.868287776	0.764223674	1.135520795	1.541924212	0.537346912	0.98111573	1.78436673	0.632166256	0.893772478	1.573754118	1.111092834	0.925780985	0.882745328	0.713184508	0.692394332	0.9644046	1.556272926	1.150801399	1.007577687	0.791868363	1.267331755	1.028771574	0.97850514	0.632040644	0.698252338	1.327833165	1.459006916	4.44599876	0.838218722	0.668639032	0.883296571	1.266096032	1.88279584	1.223071431	5.291848921	0.888590564	1.456357061	3.384181762	1.369227482	4.982450188	1.792161712
