	temp41	temp81	temp42	temp1	temp43	temp82	temp83	temp2	temp3	temp44	temp4	temp84	temp85	temp45	temp5	temp86	temp6	temp87	temp88	temp46	temp47	temp89	temp48	temp49	temp90	temp50	temp91	temp51	temp92	temp52	temp53	temp7	temp93	temp54	temp8	temp55	temp94	temp9	temp10	temp56	temp11	temp95	temp57	temp12	temp96	temp13	temp97	temp14	temp58	temp15	temp59	temp60	temp61	temp16	temp98	temp62	temp99	temp17	temp63	temp18	temp19	temp64	temp20	temp21	temp65	temp100	temp22	temp101	temp102	temp103	temp23	temp66	temp67	temp24	temp104	temp25	temp26	temp27	temp28	temp29	temp105	temp106	temp107	temp30	temp108	temp68	temp69	temp31	temp109	temp32	temp70	temp33	temp110	temp34	temp111	temp71	temp35	temp112	temp113	temp72	temp114	temp36	temp115	temp73	temp74	temp75	temp76	temp77	temp116	temp78	temp117	temp37	temp38	temp118	temp119	temp39	temp120	temp40	temp79	temp80
orotate	3.399446515	1.313735164	1.045656941	1.03670383	0.962912546	1.029717584	0.779652536	0.713169406	0.739978245	0.722941665	0.793023642	1.102455478	0.758492867	1.514300713	1.025409696	0.89707218	1.051530185	1.327177806	1.227645449	1.1980783	1.474371841	0.67206301	0.70905824	0.853486952	1.034017756	0.92284411	1.538358606	0.961893521	0.945881576	0.920274807	0.99617743	1.75583169	0.967121195	1.077324909	0.799234224	0.737363356	0.876501624	0.858914854	1.340829443	0.736664135	0.951513915	1.052919159	1.191583332	1.572953201	1.1437344	1.188502062	0.958783496	0.833722919	1.422761705	0.641956542	1.639231895	1.619955284	1.088636926	0.732389911	0.923630295	0.817379598	0.932996487	0.685699919	0.744402201	1.20704649	1.175492838	0.788136461	1.16614418	1.128368375	0.926572703	1.622765842	0.512983274	0.909057819	2.083123813	0.359122446	0.714418816	1.297048194	1.257412827	0.83471845	1.173099568	0.485337404	5.944317271	1.025906585	1.535400067	1.182533788	1.496080296	1.113659141	0.707547937	0.740369584	1.042087199	0.849848829	1.011456841	0.883727723	1.231121566	1.291908185	1.469095775	0.867842718	0.632451838	0.926427529	0.601170301	2.814535025	0.878649431	1.143075505	1.175490033	0.913817009	1.525547857	0.779185453	0.950459122	1.900170282	1.165241224	1.00382257	2.283898356	0.656296879	0.99482773	0.939100818	1.219573903	1.093746077	0.756813194	0.869853767	1.740206175	9.993386157	0.730269456	0.920129984	0.504016837	7.047299444
palmitoleate (16:1n7)	1.498656416	0.346313805	1.277777058	0.556576923	0.470113906	3.103921032	1.562152218	1.281635774	0.378517739	0.14404797	0.730689118	1.00523304	2.243895262	1.594320194	0.730365794	1.241129649	0.495543229	3.665407539	1.07837375	0.352659412	5.250851391	2.286050156	0.680910075	0.189402009	1.825373368	0.661647627	1.996881622	6.709730074	2.143946622	0.554952097	1.079600915	3.067275776	0.355394843	0.988542732	2.350266232	0.85121236	1.24599121	1.641646757	0.265960186	0.379091562	0.144361249	0.363160537	0.34510616	4.504066572	1.441829305	2.101606095	1.050595912	1.797886568	0.200915422	1.274531461	0.468719773	2.034725124	0.662289073	0.77473955	2.738129587	0.362298116	2.034596204	1.175286882	2.818945616	1.306943682	0.73481637	2.031595042	0.206095042	1.214967058	0.362280035	1.993312208	4.135491407	1.974398288	0.316856251	2.186267117	1.90467323	0.395718357	2.104452309	0.651526261	0.646920449	4.4221836	0.177671154	0.680464248	0.305036625	1.341195395	2.259258549	1.556618297	0.405247636	0.540251115	3.777383641	1.628217518	0.252152708	1.328895458	0.694474873	0.211448489	0.518381303	1.607277823	1.178095931	3.221326853	0.556408952	0.938535606	0.237217262	0.209361323	1.068258175	0.59881	0.236433773	0.597267155	2.738934943	0.447769294	0.239525785	1.29608811	1.113092559	2.167936354	10.57400982	3.470959384	0.76064222	0.43000577	1.831473175	0.430771511	0.815638972	0.315303048	0.291765393	0.862385394	0.99476696	0.189962813
phenylalanine	1.2751137	0.923682291	0.952192432	1.065142742	0.865985594	0.80938763	0.87780365	1.019556388	1.239248991	1.013539671	0.874994854	1.097124643	0.879558468	1.071447755	0.956697312	1.068623285	0.95207196	1.354178666	1.093589016	1.747242907	1.111538485	0.97485734	0.760687059	1.13866427	0.824180182	0.99690655	1.014765774	1.004945099	1.043589048	1.352026602	0.953121675	1.022009372	0.94422722	0.969577743	0.877203979	1.094552477	0.992942242	0.973812047	1.079835857	0.902939283	0.918934499	1.409937758	0.846386344	0.768176273	1.138593589	1.029685507	0.792254119	0.874856441	0.93255127	1.05089598	1.078543821	0.903484419	0.897297448	0.939228526	1.168791913	0.939589987	0.886829206	1.09146551	1.03672957	1.107369081	0.958667411	0.931054842	1.263853762	0.993700969	1.087724532	0.85975678	0.927523662	1.116008255	1.079071229	1.05726964	1.008431626	1.083076459	0.901754999	0.896130992	1.096237622	0.818434544	0.935112352	0.926111293	1.053580861	1.110989593	1.097356468	0.976215131	1.175923971	0.994457327	0.947907936	0.953926464	1.278505142	0.994848429	0.762473657	0.924287954	1.058787133	0.753618062	0.913774903	0.948409327	1.074304398	1.195846756	0.906999377	1.447681296	1.063466405	1.00309345	1.018503174	0.688142463	1.07867311	1.262620648	0.981344403	0.945912155	1.566543791	1.1173112	0.899194483	0.781137421	1.043258288	1.02516907	0.663663881	1.020292268	1.296465837	1.139779379	1.054484326	0.947854573	0.946256558	1.144608363
phosphate	1.23037012	0.93858398	0.978118057	0.919856863	1.197289516	1.138265588	1.014783317	1.165023686	1.135763761	0.823336279	1.025187717	1.041318	1.07554563	0.867513014	0.846497589	0.954610584	1.168396544	0.918736563	1.035751236	1.024846294	1.048869971	0.981798316	0.837580282	1.229506028	1.141306506	0.929663853	0.953851741	1.014851134	1.073140965	1.137769022	0.970752743	0.890551074	1.124278605	0.932426	0.819795067	1.051915393	1.002028203	0.811196598	0.909761103	0.974797309	0.909226395	0.709384367	0.936430356	0.984669229	0.965031191	1.078570132	0.809239161	1.149603469	1.006745768	1.047294102	0.802311839	0.98084497	1.052924638	0.887957709	1.349227691	0.91606244	1.084435406	1.060483112	1.073079705	0.942929555	0.967671599	1.039796978	1.193446281	0.985745239	0.975270211	1.187145624	0.954039041	0.903275688	0.958161639	0.973477803	0.984032454	0.839465256	1.088415119	1.153969526	1.169879548	0.997971797	0.959256444	0.982004986	1.07693798	1.257142442	0.975017757	1.033731732	1.022051798	1.238510725	0.963626631	1.27038505	1.02885099	1.039947221	1.039049796	0.7566006	0.863792831	1.030492603	0.904072874	1.079909839	1.056404784	0.887317668	0.890636517	1.097215037	1.087183739	0.906590069	0.921264116	0.981996282	1.039699693	0.87705849	1.135931392	1.048587637	0.620925857	1.166073825	0.885458417	1.040904884	0.884984152	0.986160408	1.035842684	0.809361982	1.270694042	1.050604709	0.867442772	1.114346711	0.659807451	1.04282084
phytanate	1.304607314	0.31808841	1.142694112	0.626641693	0.456054063	1.452831529	0.640722125	2.713226357	1.246933684	0.815689066	0.477106678	1.348094371	0.705946526	0.783225104	3.094424329	1.325793603	1.170877323	2.62667561	0.974947548	1.212030476	0.841692397	1.464999828	1.675835221	1.293041145	0.678908919	0.707895768	1.010918151	2.128581758	0.854287655	1.331554342	0.973376183	0.971682717	0.398548822	0.462640387	1.189507051	0.69770145	0.703302978	0.201141853	0.236458851	1.397514546	0.615968544	0.959358797	0.514075644	1.84952488	0.41219671	0.839720011	1.562347422	0.915432812	0.40024189	1.563681766	1	1.550055425	2.090890554	0.945815454	1.308512183	0.502875781	1.527363611	3.690684577	0.624106281	1.767801949	0.482396965	0.376367363	0.477066376	0.565079953	0.394425686	1.377332208	0.707492353	1.174066339	0.307869752	0.703045207	1.386604376	1.216042683	4.287371384	1.994868525	1.802961332	0.828204119	0.848667772	0.201141853	0.950970471	0.38302591	1.378569188	1.974909641	10.56348704	1.814533088	0.782173671	1.023254441	0.671004213	1.65771066	1.383456459	0.659764048	1.116503638	1.21002936	3.088940115	1.302527192	1.570824332	0.768955932	0.710667403	0.459290564	0.739613551	0.84176103	1.015690503	0.762326912	0.256230991	1.375238518	0.913948036	1.457323764	0.957937067	0.993841432	4.649744105	1.940340417	0.820912317	1.178221796	3.241105111	0.62122651	2.596014448	1.397901602	1.19428858	3.711901192	1.602020189	0.667237407
proline	0.849261399	1.170841359	1.035125463	1.261520272	0.812096701	0.555164528	1.005881108	0.83110057	1.172282979	1.467459047	0.787068185	1.195774363	1.803986414	0.898221601	0.776138526	0.832927184	0.908293137	0.736036428	1.06509679	1.326656353	1.444173888	0.783687831	0.571913372	1.430652319	0.977963083	1.588667299	1.203594083	0.994118892	0.928288827	1.06872467	0.933029991	1.109475384	0.625590514	0.83512626	0.956380382	0.712946678	1.117894794	1.112054286	0.976003948	0.818656644	0.959045774	0.989919161	1.103373183	0.492861102	1.161145738	1.262553059	0.618955231	0.832435542	1.324802414	1.428142169	1.385005822	0.899797906	1.160917393	0.959259523	0.922088991	0.902583288	0.568761913	1.808250751	0.814985064	0.818845137	1.083983056	0.804557165	1.265299277	0.951481108	0.88840391	0.628411375	0.937771163	1.076280607	0.926760646	1.061297517	0.8723509	0.937720021	1.044019875	0.923818087	0.744053586	0.641598924	1.376373867	1.18297534	1.086781421	1.301943864	1.153305792	1.100217969	1.069385171	0.770748901	0.774957042	0.883800687	1.253523492	1.061442203	0.927606187	1.032316145	1.035453914	0.649875111	1.007828741	0.980412743	0.993210491	1.200346369	1.327161672	1.078973661	1.508953672	0.932537831	1.264776948	0.611441863	1.139183255	1.310877119	1.020570386	0.774258364	1.336249006	0.752547567	1.010569311	0.642149386	1.087409767	1.100403538	0.840629338	1.06476694	1.261088263	1.412871211	1.530005511	0.684474607	0.969031569	1.294919951
lactate	0.408606653	1.258714354	0.829785026	0.90686807	0.977159618	1.210859591	0.939927973	0.877333801	0.769692951	1.415907463	1.253582248	1.465540325	0.583086743	1.414708402	0.776654821	0.87615548	0.71482099	1.144070991	1.343258374	0.903729466	1.331936222	1.049157555	1.056916111	0.871741093	0.934386755	1.009666382	1.476571362	0.630391954	0.741357163	1.063712964	1.029887582	1.003118141	1.006012238	1.425805159	1.376642979	1.027035715	1.161801461	0.755677208	0.609553113	0.820229967	1.069220242	1.38056255	0.906344553	0.749248742	0.604738592	0.565432772	1.221915196	0.565090816	1.057583953	0.673415701	1.635503184	1.005791176	1.241726344	0.988295208	1.16600388	0.765166022	1.298842194	2.415677203	0.809591498	0.902382021	1.003765263	1.168726018	0.802989489	2.108201897	1.375886022	2.133373139	0.965827716	0.899191234	2.053977851	0.949831554	0.758254561	0.720924238	1.112071422	0.7836852	1.537011334	0.843446325	0.679974728	0.690727269	0.887868945	0.604109795	1.039942018	1.569670243	0.804553195	0.609162054	1.330787487	1.021226796	0.762422292	0.504756465	1.217836017	0.839496012	1.40115253	0.593587665	1.101562738	0.742769607	0.815479952	1.000283524	1.403186775	1.58742728	0.92469613	0.866329648	1.249060711	1.541557221	0.745111714	1.562352921	1.866722436	0.766025007	0.999716476	1.140690128	0.72375879	1.196012964	1.1927157	0.778754165	0.75456724	1.213171501	1.868601203	0.777730301	1.292050156	0.525231455	1.004424986	0.729034275
pyridoxal	0.950740268	0.94441132	1.275243052	0.874029992	1.009724691	0.918232896	0.780044256	1.263578453	1.526477122	0.693279876	0.835080638	1.045354187	0.906574657	1.019786022	1.010780142	0.979678881	0.880118132	1.029198067	1.209892968	0.897179957	0.910700195	0.784760397	0.888914136	0.960954815	0.915069144	1.008623853	1.014998477	1.029588043	0.947927467	0.934645434	0.748385927	0.851030929	1.698540509	1.473578816	1.413042583	1.001229047	0.902516186	1.045906051	1.070371355	1.034650508	0.987415676	0.920394966	0.910466903	1.926931622	0.948902263	0.950999289	1.032424839	1.493296469	0.816985044	0.950399437	0.971401786	0.890087534	1.005222763	1.274973335	1.280875883	0.877378469	1.356376048	0.976685112	1.010357788	0.902150492	7.881209574	1.100508516	1.252504456	1.047868074	0.880110616	0.86699394	0.862225186	0.893827722	30.44468255	1.322852539	1.852780619	1.143692104	0.972928735	2.450005196	0.861658579	1.148327012	1.057770408	0.942554235	1.307138431	1.261538088	0.900786009	1.0872022	0.966590247	1.070857018	0.946493314	0.820214707	6.163151749	1.033185423	1.039129887	1.021776953	0.998770953	1.408085923	0.920605709	0.869858488	0.883621848	2.717859079	0.945150512	0.822569019	0.927510516	1.03366357	1.129438745	0.829951684	0.958393806	2.799420788	0.945913986	1.029827406	2.19420242	1.351138397	0.976683377	0.862823882	0.94086135	1.085430685	1.368679815	0.84594129	1.259173658	1.041881981	0.959709145	2.594147551	0.906447459	1.875440873
retinol (vitamin A)	0.631158257	0.826388334	0.558675739	0.67791613	1.168859644	0.558234025	0.475812409	1.45713834	0.859556673	1.211432204	0.613071945	1.47856016	0.498512466	1.418849849	1.034380214	0.905983	1.113679814	1.383028049	1.352345596	0.75154563	0.587601881	0.674604345	0.527486921	0.926648442	1.057159512	0.869633546	1.010328033	0.997857271	1.09373276	1.258594948	1.11771858	0.898526769	1.038665673	0.617152544	2.184732478	0.373113439	1.572725136	1.311099927	0.882806881	0.946922576	1.339477569	0.730906829	0.99257363	0.904066238	0.957403152	0.884625106	1.95828006	0.421956855	0.489303165	1.002142729	1.006370076	0.962279588	0.805348465	1.757053649	1.13316115	0.682200804	0.933435563	1.493344144	0.794485092	1.070462491	0.952513416	1.094522943	1.049076326	0.73660355	1.250989534	0.923968521	0.799949788	0.685450695	1.111644737	1.109606238	1.162943897	1.238875833	0.790935306	0.488836883	1.026384659	1.002974926	2.306611902	1.076901283	0.922457314	1.270726115	1.526644019	0.876427166	1.00498125	1.137744954	0.710626095	0.470035483	1.133827443	1.254157791	1.209362235	1.063287563	0.692977915	1.091066059	0.573736357	0.617541216	1.435366299	1.409438102	1.115707668	0.912848293	1.463845013	1.229679893	0.800006632	1.509505524	0.926361646	1.805005429	0.7436764	0.832931136	1.254477144	1.137164803	0.946409712	0.910424261	0.976936986	2.093186413	0.76025406	1.032440152	1.782441092	1.579839156	0.653325067	1.083653533	0.799925722	0.66497655
salicylate	60.87882193	3.796585338	0.421523171	265.5985427	12.13043817	14.99997405	0.447852584	1.021482841	10.67111014	7.5009776	0.32696401	21.27736107	0.664323142	4.072456598	0.326000685	78.92399298	0.665870851	0.627860551	31.99619442	0.461359296	2.452873253	4.055467742	0.366325161	0.662277899	1.519470641	0.571988712	0.234752565	0.522310302	49.91668608	2.720320363	0.861491666	0.406540626	2.165208702	0.402524011	5.213276113	0.434382209	0.294689735	8.999161658	4.625170229	0.806501694	0.641662948	1.759032043	0.184832177	4.033636706	1	5.524029712	617.0082994	0.568318893	0.464271632	0.170489519	8.032896792	0.203924176	1.622545793	0.74004586	29.26113209	0.595576293	0.175409762	322.6859937	17.13751586	0.651871196	2.356758597	2.22711305	1.775708842	5.332277769	14.48068509	0.124111171	206.8919233	17.01049934	0.923035242	0.447819642	0.429570976	2.659243575	0.941652267	4.348605176	0.138019185	173.4715999	61.15090657	0.155414734	0.424448085	2.273549497	0.236499128	2.484621244	4.620733944	0.905120196	27.02770462	0.816121365	2.567381723	1.009978447	0.124111171	0.336529375	2.772723434	157.9819606	0.607339037	0.570978069	0.760871245	1.520380658	1.350331374	0.569194571	9.845062037	0.329707638	0.933514618	2.637104875	0.476364402	0.929533741	0.372354076	0.859363567	12.35400698	12.68409256	0.281942702	0.813321434	0.600698186	179.6863962	1.093255828	0.511925961	44.29247039	84.58635872	0.666456233	0.423042529	0.211572875	0.206045487
serine	1.171407069	0.830888025	0.852190993	1.020359687	1.105234696	0.907924713	0.796153321	1.455204879	1.287379198	0.937529315	1.077540661	0.926021523	1.231451985	0.994148607	0.968156933	1.019725148	1.046235051	0.972484096	1.19102686	1.466922475	1.220278722	1.089178703	0.931358109	1.352507951	1.156295482	1.071673938	1.24656262	1.218324913	0.913750957	1.093552438	1.087350985	0.945354446	0.610270534	0.806803503	1.078674015	0.770975096	0.959772485	0.927931791	1.238174461	0.920481108	1.177129253	1.147432308	0.729482686	1.017464768	1.24314383	1.30395931	0.85949857	0.786275241	1.101564393	0.59383489	0.975682686	0.902661049	1.172821691	0.640334305	0.798094687	0.932358415	0.933748033	1.064308564	0.841007979	1.10035608	1.427036962	0.959909871	1.315855579	0.959064439	0.772149119	0.79613296	0.644713033	1.049244702	0.654012823	0.874839524	0.924502547	0.801811599	1.172771684	1.258541907	0.599851786	0.882326742	0.467739956	0.850759387	0.924175812	0.596136226	0.893958712	1.052027478	1.682926447	1.107460074	0.959705904	1.711597458	1.137056695	1.403991221	0.824515059	1.060990682	0.769738957	0.922578147	0.989431843	1.287673219	0.898911062	1.210545071	1.015860524	1.154682571	0.772361962	0.804821238	1.261813764	1.0636082	1.228042498	1.338882916	1.064503845	1.112578035	0.901303231	1.205042907	1.706941994	1.159609167	0.932492551	0.884524652	1.296645883	1.075162652	1.018921187	0.828619553	1.005851393	0.891997697	0.937579806	0.89000925
serotonin	1.681511095	0.370366325	2.198334228	0.026722704	0.51387331	1.553132912	0.691671272	1.055670325	0.446636541	0.083028547	0.583511234	1.60643692	0.141217477	1.859624759	1.938837298	0.118934082	2.746812766	1.91217846	1.335843713	0.815654901	0.166991018	1.869410327	1.448336617	2.06920477	1.056421963	0.607726825	1.102010009	1.305540506	1.248999519	0.022277468	0.040509832	1.31025923	0.906725999	0.127153959	0.463333695	0.255782285	2.083175754	0.038226371	0.919350833	1.653466794	1.834005925	0.79842831	0.985893421	0.064580514	1.587486182	1.275297658	0.323349514	0.075696387	1.858217645	1.40672606	0.163346408	1.149331878	2.256745359	0.797601314	5.11570303	0.55667894	2.242011971	0.370301975	0.895196447	1.688349017	0.117837469	0.686932469	4.204788106	1.156026101	0.031343089	2.377048453	0.649980641	0.04224051	0.172424004	0.097293462	2.881447664	1.23186522	1.379809096	0.841661166	0.504902642	1.504253093	0.055362243	1.244939295	1.343471012	0.459861209	0.535072673	1.888774139	0.759814507	0.698253004	2.80830375	1.064329525	1.608837227	1.014106579	1.149407356	0.132185483	1.949531266	1.032650896	1.916658411	0.164554665	1.076198366	1.810295216	4.231262119	5.180512398	0.224661881	0.159861584	0.756603051	0.164150663	1.828572576	0.934992501	2.386074883	1.11057353	0.711106934	1.348537493	0.4051617	1.271546242	0.057053005	0.634719146	1.788399252	0.564756812	3.050972406	0.825879912	0.795086822	0.55154436	0.319771431	1.151571188
taurine	1.161958657	0.516189796	1.046367584	0.670053387	0.825227139	1.037471921	0.675588492	0.797312678	0.75965456	1.049253368	0.795595164	0.796408406	0.923702281	1.633760735	1.017366387	0.594161582	1.892934245	1.417148806	1.052617861	0.797817199	1.578807005	1.314444397	0.677918338	1.18620644	1.321205701	0.78408532	1.855426805	1.050219913	0.607669699	1.042776201	0.793423098	0.901573468	1.116547866	0.92599418	0.907158643	1.101780252	1.106498651	1.268892444	1.596300595	1.204776712	1.384514147	0.667367385	0.721769821	0.948331835	0.925839663	1.16738181	1.222034697	0.562513064	1.051229554	0.840011669	0.995001873	1.622249533	1.366306192	0.732361726	1.197741702	0.610934351	1.269783947	1.763274821	0.725144305	0.884128969	1.136575537	0.989332281	1.581125056	1.206191954	0.502890837	1.16770425	0.744086238	0.684359439	0.861913742	0.891126823	1.422109623	1.002702572	0.834482639	0.723566504	0.550107269	1.601443669	1.065485119	1.070026068	1.179933364	0.828113576	0.895251672	1.405465534	1.130680226	0.9051644	1.346269202	0.973872259	1.131645163	1.111145482	0.782981933	0.786964842	1.389258727	0.939219594	1.316893211	0.91250257	1.050745274	1.121006294	2.004549755	1.613985425	0.867599097	0.781068778	0.534952701	1.479707712	1.064433053	0.868662052	1.256660951	1.035811933	0.825549177	0.857827824	0.835334381	1.461376859	1.054445725	0.891876708	0.997297428	0.794384436	1.178421942	1.020079803	0.85494335	0.677565047	0.629773017	0.785595672
myristate (14:0)	1.851816949	0.391363138	1.281865844	0.62594084	0.476064769	2.195560761	0.933121597	1.159171222	0.549634391	0.333598363	0.768827548	1.288640986	2.068808994	1.172699532	0.947623498	0.98516799	0.918700813	2.897609034	1.109435212	0.652771464	2.674995815	1.798213428	0.594611688	0.525021966	1.586599534	1.647220601	1.371473748	3.41275433	0.982827119	0.648863883	0.769127731	2.186062551	0.613157344	0.837664576	1.201688185	0.665501597	1.030813807	1.00958279	0.371227223	0.468220123	0.381164611	0.528598049	0.50165282	2.559274336	0.99828454	1.655248075	0.876517457	1.491660427	0.423785172	1.377068303	0.651885674	2.004705613	1.159781489	0.864093302	2.155457948	0.591230542	1.439308546	1.372808874	2.15351481	1.40363676	0.566645091	2.122998611	0.339483727	1.15468902	0.480942338	1.368851711	4.002471485	1.914609066	0.433806946	1.346616924	1.348446029	0.702098497	3.354951869	1.004878829	1.057152278	2.491520311	0.388803133	0.449719249	0.390791088	0.756520638	1.614003456	1.691899646	0.912175237	0.493144341	2.309039336	1.644047795	0.448551703	1.241125208	0.908171869	0.369134851	0.7390739	1.107291293	1.271850425	2.196300051	0.884246914	0.625648326	0.412806279	0.324301654	1.256428271	0.987226179	0.479234192	0.619958371	1.712728197	0.763850728	0.519758579	1.377166334	0.795498017	2.030500214	7.594625863	3.251291148	1.066824331	0.467684114	2.179093911	0.619919433	1.445288057	0.528775941	0.655833686	1.00171546	1.035996662	0.346241107
urea	1.069095382	0.513853884	1.304660575	1.013918218	1.10937969	1.288974861	0.660444976	1.143971355	1.003815141	0.839803582	0.862743612	1.70937302	0.392230318	1.437268102	1.398408163	1.296560153	1.03404715	1.086363292	1.394112325	0.821459682	0.929221275	0.771678481	1.087443718	0.597191218	0.952897973	0.605784454	1.045109135	1.490984895	1.188746476	1.27637082	1.031077937	0.572778764	0.897505172	0.755576316	0.500175652	0.578893042	0.988450944	0.786515907	1.61483361	0.869263134	1.057363693	0.86885038	1.17852663	0.81423054	0.892099029	1.295728418	0.813626389	0.857964153	0.666051388	1.679517412	0.954222304	1.061879084	1.128936945	1.698402566	1.873891972	0.639439331	1.209058038	1.523136629	0.86894477	0.88881081	1.170084031	1.130695655	1.045789947	1.060103734	1.065380088	0.755417734	0.798763003	0.907648887	0.601736444	1.16621617	1.340331035	0.981505142	1.023875663	0.52449217	1.067200078	0.844449937	2.42513247	1.420212103	1.349324824	1.129154615	1.022062909	0.548429395	1.34443025	1.516259649	1.057139888	0.621311537	1.248565658	0.971047104	0.815813609	0.448486352	0.86274677	0.816153621	0.975134964	0.968717321	1.265583053	1.241650041	0.659244993	1.179717543	1.499909327	0.962987425	0.46516641	0.948497954	0.519096915	1.204376932	0.751207405	1.009075565	1.59104923	1.403853815	1.148390884	0.500420318	0.769169943	1.649119782	0.677456794	0.568694979	0.996184859	2.960743703	0.850056968	0.743894175	0.966880068	0.662226439
uridine	1.034024831	0.861865568	1.080480073	0.569546017	1.188551917	1.064419603	1.093591028	1.390737561	1.773944418	0.915102592	0.962754835	1.276764669	0.99554216	1.598998587	1.6317914	1.418782018	0.960206167	1.35650405	1.532378081	0.504283595	0.931478345	1.437477236	1.240573978	0.424570302	0.953999256	0.87802775	1.187184669	1.363410424	0.745766905	1.230313309	1.097756437	0.670559461	1.099821904	0.827396488	1.036614287	1.329671243	1.100743427	0.75351017	0.75374574	1.09188303	0.803645654	0.899812603	0.680313274	0.924358297	0.741182533	0.811767612	0.692130019	0.672641907	0.69560404	1.324259866	1.627497051	1.308412553	1.094229515	1.078649709	1.782769254	0.778398272	0.820617656	1.714663068	1.114778959	1.476247445	1.064094123	1.188339588	1.349908923	1.535601831	0.985234233	1.793878978	0.848182692	1.08927173	0.909736351	0.646435681	1.645160027	0.778070203	1.035072032	0.949758016	1.171293307	1.273825973	0.84520947	1.316275648	0.958810243	0.727521864	0.712843756	0.951737558	1.411808716	1.222707576	1.178498607	0.867004106	0.842704438	0.605336431	1.014044046	0.739513875	0.905389671	0.997015261	0.801688111	1.002984739	0.822494502	0.803249207	0.724212032	1.182507902	0.849655224	1.060365897	0.990325771	0.930087442	1.022275584	1.169863894	0.965770346	1.035401965	0.952912923	0.907046993	0.949181695	1.10253735	1.048649261	0.898481693	1.078831291	0.857622464	1.097306002	0.857265667	0.85441155	1.162982469	1.003402201	0.964257595
2'-deoxyuridine	3.607781081	1.95134176	0.682208524	0.476207187	1.48842306	0.608079029	1.386690326	1.06889885	1.753782286	1.558414386	1.987598737	0.217601451	0.359729331	0.437857952	0.807373223	0.989988943	0.563009409	0.338177749	0.368422795	0.59700198	0.217601451	1.051955533	1.052783167	0.756298292	0.230691306	1.671760476	0.217601451	1.602073719	1.152701727	0.76024445	0.752828852	0.97597876	0.265842564	0.2285527	0.217601451	0.329490906	0.217601451	0.713155403	1.425741394	0.217601451	0.89495011	1.352644786	1.270497176	2.256758457	1.098157356	0.707249409	1.01330835	1.160183536	0.217601451	0.970516377	0.98099753	0.318082803	0.579932862	1.20261135	0.241384333	1.458595141	0.217601451	2.004780412	1.769831759	1.197519747	0.432746486	0.840253455	0.867995736	3.75764237	2.093714619	0.217601451	1.492521502	1.673680586	0.498175895	1.074248674	0.73511087	1.287493462	1.608079029	0.459422775	0.217601451	0.816781763	1.010262658	0.652817596	0.808041951	0.872008104	1.328398429	0.402951673	0.778611297	1.776545523	0.217601451	0.524256288	1.024458231	1.290962902	0.671555223	1.340369323	0.478306066	1.687154463	0.464984474	1.217058524	0.398806883	1.037753339	0.217601451	0.696026696	0.540332245	1.443843398	1.89142108	0.430640986	0.217601451	1	0.45617183	0.757913833	1.579025776	1.236663511	0.77714804	0.217601451	0.611111479	1.515509855	1.714214774	0.35576331	2.033052379	2.565412857	1.217521999	2.011408103	1.297444929	2.38343276
trans-urocanate	1.832538796	1.084827221	0.350586053	0.766237258	6.150495902	1.111486373	1.285026631	1.314876312	0.654534258	0.399700931	0.407876969	0.837665255	2.926541001	0.741468868	0.551298654	2.296073695	1.532772025	0.872653457	1.341154237	1.19581885	1.283265231	0.961008208	0.51969254	0.744578042	1.342370758	0.754358449	0.482534988	1.003984198	1.162165179	0.402829025	0.654713519	1.202619444	0.586855148	1.101786847	0.698080197	1.236160308	0.800454965	1.980199619	1.783787408	1.610442493	0.911508793	0.89553818	1.23401508	0.478397069	0.729608032	0.99507787	1.567177034	0.799584434	0.600214405	1.145025108	1.672413133	0.511617248	0.646815834	0.616344886	1.451626528	2.025472667	1.076701083	1.481492763	0.482713777	1.59201117	0.684828072	1.358106769	1.096901137	1.052933767	0.642793324	0.892965609	0.918106949	1.518595449	0.552802277	0.502915723	0.863499993	0.725402239	0.502097457	0.895200705	0.867821667	1.561690632	0.972972628	1.286714009	1.342941415	0.541953631	0.793978367	0.960326871	0.958051099	2.585246523	0.774066834	1.238030732	1.875315186	1.004987402	1.624784614	1.23725669	1.150152987	0.996015802	1.34145955	1.377391359	0.930832877	1.731466867	0.405172434	0.750568411	2.399990162	0.8305532	1.77384453	1.20769695	1.975348437	1.793181858	0.739429825	1.213485118	1.054146504	0.566659824	2.798943538	0.901258474	0.404344708	1.097069993	0.76803295	0.609809164	2.272387024	0.623065073	1.049835708	0.728172755	3.81427964	1.469631454
