	temp41	temp95	temp96	temp44	temp68	temp112	temp70	temp82	temp22	temp37	temp89	temp79	temp39	temp71	temp103	temp25	temp20	temp61	temp21	temp4	temp106	temp33	temp83	temp48	temp6	temp47	temp12	temp118	temp110	temp78	temp66	temp86	temp72	temp100	temp51	temp109	temp102	temp49	temp32	temp24	temp107	temp75	temp1	temp105	temp19	temp52	temp13	temp31	temp7	temp60	temp111	temp30	temp94	temp46	temp17	temp74	temp85	temp35	temp101	temp58	temp80	temp117	temp81	temp77	temp50	temp120	temp93	temp36	temp73	temp26	temp91	temp76	temp10	temp62	temp28	temp98	temp9	temp16	temp8	temp53	temp113	temp3	temp84	temp56	temp18	temp97	temp69	temp34	temp108	temp57	temp88	temp67	temp65	temp92	temp114	temp59	temp119	temp29	temp45	temp2	temp87	temp43	temp11	temp15	temp64	temp38	temp104	temp27	temp23	temp116	temp54	temp14	temp55	temp5	temp115	temp63	temp90	temp99	temp40	temp42
N-acetyltyrosine	1.16139116	0.693410364	1.054830004	0.981250932	1.559040916	1.112026527	1.664022133	0.581465207	1.159763755	0.898856748	0.735933114	0.970686358	5.011656292	1.790830926	0.935439467	0.794072175	1.347525666	0.995863678	0.771756377	0.772800629	0.921850631	0.406308909	1.342324749	0.756214655	1.276197838	1.000054247	0.439718188	1.086381328	0.94472924	0.906525896	1	0.873923539	1.033917843	1.111280633	1.72267654	0.693566324	1.46713997	0.709182636	0.892082672	0.736272156	0.891825	1.058674749	1.460040414	2.53096139	0.925817432	1.669256954	1.886393534	1.264236408	1.388129433	0.74786064	1.654583181	1.722039139	1.039796846	1.450140364	1.421077614	0.877361433	0.517643788	1.565150467	0.814584266	1.019115234	2.090938064	1.428129704	1.057549127	1.304148528	0.833001071	0.879558431	0.976667074	0.406308909	1.647639584	1.137861589	0.712098404	2.086523726	1.78650474	1.068506991	1.046950649	0.780334161	1.448024737	1.316103178	1.03753204	1.165805498	0.841294059	1.92627175	0.505139889	0.840093847	2.560681883	0.726270393	1.131148541	0.778388055	0.749182907	1.073212905	1.467343396	0.957775608	0.537396422	0.933947679	2.389268617	0.835299782	1.009730529	1.926692163	1.31509283	0.88858375	0.867583438	0.658990737	0.791861616	0.975236313	1.118610738	0.904532324	0.815364064	1.237065517	1.147673488	0.681869346	0.835001424	2.256384176	0.664171312	0.72244599	0.632525055	0.807186351	1.788220296	0.578515535	0.923057624	0.829915782
"1,3-dimethylurate"	2.51976883	0.367738244	1.050554998	1.844210218	1.012283485	0.53605524	0.376714875	0.335095199	1.123613538	0.112494991	0.112494991	0.91834901	0.291393505	1.434428871	1.579911845	0.60209317	0.112494991	1.202350118	0.488980597	0.915618429	0.898578115	0.112494991	0.859682823	1.317210098	0.112494991	0.112494991	2.547462955	0.213441813	0.924582667	1.730418097	0.745655236	0.284850025	0.329026781	1.711151182	2.336146534	0.481429156	1.300682026	1.300704746	0.598137752	0.568793298	1.515900162	0.616708596	0.908056661	0.112494991	0.390601182	0.595231604	0.472514489	3.323158717	1.940687313	1.465995795	0.835084871	0.987518228	0.995150223	1.552899332	1.102279065	2.851261809	0.634473898	0.271643265	1.656200815	0.733072255	1.093325154	0.112494991	1.136898787	2.141670075	1.330644062	0.871739103	1.311230497	0.946303388	0.694596258	0.112494991	0.112494991	1.074708869	1.835239783	0.570309369	1.981796813	0.112494991	0.763197465	0.848677878	1.281819947	1.767483362	0.619641596	0.285775365	1.465181991	0.112494991	1.729375023	2.834861798	0.809474828	1	1.636822364	0.166561327	0.450163794	2.510909932	0.112494991	0.692353133	0.912458225	1.53987227	1.721051088	1.085075576	1.999646801	0.571478438	0.707926948	1.01515452	0.112494991	0.112494991	0.112494991	1.369851243	0.112494991	0.797736633	1.682279726	1.091623188	0.594039814	0.682940683	0.112494991	2.334132679	1.201063316	0.233722885	1.83879243	0.112494991	1.012923787	0.112494991
3-methylxanthine	2.328412602	0.107302724	0.946220874	3.594257439	0.719799564	1.330795917	0.042910911	1.097417513	0.740799409	1.792875556	0.042910911	0.73469461	1.858819282	1.037048783	1.006598176	1.38904436	0.042910911	0.826862832	0.823726863	0.619085909	0.42748649	0.042910911	0.546405261	0.426460095	2.155593102	0.221808426	4.035300804	0.389833441	0.548706614	1.067754381	0.871735464	0.183895029	0.576779799	0.602912154	2.266295893	0.255891056	1.022307481	0.777249819	0.98910018	1.083998847	2.201704265	5.781828954	0.598637295	4.301126356	1.044607463	0.530329003	1.350440986	2.939910367	2.145163623	1.527616235	1.978236251	0.541143112	5.362772723	2.087268204	0.647027312	2.373243986	0.336762506	0.857316652	0.817908662	0.948479907	0.763420273	0.159283516	3.162954646	1.24468696	0.490975654	0.695207872	0.769541679	1.959782036	3.315696234	1.824920395	0.271984456	24.76964239	0.747928461	1.277032862	0.993401824	0.113717156	1.713108176	0.963277457	1.659823499	0.750501948	0.747845428	0.523229415	1.330730026	0.243468786	2.216719308	5.129329501	0.248741113	0.432319545	0.807022234	1.007971702	1.975651514	12.69111622	19.40362977	0.499503945	2.209883282	1.987449162	1.025182565	2.704518816	2.443456679	0.967913911	1.489964794	1.089877047	0.552589343	2.595342224	0.306465645	1.103106077	1.027600165	0.462890148	2.060308197	0.562834007	0.890196108	1.968395503	0.042910911	0.858142161	0.91004367	1.578054757	0.78342908	0.17499175	6.574240061	1.489837298
3-hydroxylaurate	1.022719955	0.759355827	1.080827639	0.584738121	0.99546405	0.599320853	0.665908125	1.882118121	0.878879014	0.576664809	1.475490959	1.544150419	0.646921168	0.839558449	1.415474318	1.491051874	0.413795504	1.129823816	0.904562625	0.796735629	1.994094294	1.371149416	1.086232851	1.00453595	0.876764818	1.245449273	1.968633925	0.697369017	1.437341814	2.761494028	0.633057972	1.433990786	0.742196213	1.11132055	2.190257835	1.162609757	0.659085447	0.714965513	0.64703579	0.988971434	0.957601759	1.295693083	0.754853184	1.069882789	0.956212499	0.960789556	1.449276249	0.896836177	0.869296419	1.382574956	0.779156536	0.722076845	1.100950008	0.627982221	2.009606599	0.653519404	1.50256023	0.765506979	1.470181165	0.501293692	0.532170075	0.757888553	0.632811326	1.332599996	0.91745724	0.94196643	0.57085152	0.842744446	0.925100871	0.561142902	1.851899461	0.75686116	0.612396702	0.818460298	0.821274225	0.82482689	0.638242343	1.242395301	2.449948675	1.367714373	0.910265493	1.058763906	2.599640113	1.168757308	1.560709321	0.795201741	0.685866663	1.23662342	1.342586466	0.797527177	1.008000398	1.519878873	0.622224143	1.551155531	0.757436668	0.94255454	0.904530219	0.931903145	1.575127621	1.21692473	2.938623804	0.731923489	0.660988403	1.841765963	1.361914287	2.264992233	1.094634425	0.771188844	1.381017064	2.870188186	1.262071186	1.307237446	1.177982236	1.549638447	0.934103158	1.188720647	1.581301578	2.262504167	1.56791127	1.665125278
pyridoxate	0.543428902	0.848839707	1.559132095	0.24028884	1.258870535	0.810130607	1.111347422	1.253371149	2.162048278	1.887733611	0.374218253	0.496999658	0.99722988	12.53176229	2.79838229	1.074340477	3.336865494	1.14736042	3.083211734	0.570198395	3.49118642	2.916100723	0.374279053	0.786260523	0.396506818	0.715619707	3.674047725	0.624736854	0.538748993	0.508107052	2.226119583	1.292486143	1.466564148	0.606295023	0.810626619	1.060024147	73.67703052	0.448399882	0.936985604	8.05055066	0.740772356	0.708989395	0.266412605	0.451810923	38.69305934	0.099194173	0.454007409	1.003945504	0.646085545	0.848905314	1.036275183	1.00277012	0.677311213	0.37515188	0.788972487	0.293649993	0.460009536	0.485326801	0.466488689	0.41576332	8.280042353	0.86719166	2.29360241	2.45993696	0.562678675	0.344516427	5.895030559	1.098596748	10.07480645	3.506882403	0.727154863	11.43551559	2.225650487	0.640971625	3.192805571	2.558668285	1.381945606	3.199264778	2.169668451	1.402909311	0.508927971	5.327503273	3.332269215	1.226896524	0.747332735	1.110008382	18.97423479	0.536560437	0.724126404	0.594907661	4.958191547	0.635391974	0.747063341	0.682817327	0.969988888	0.676183892	2.216988546	1.08978485	1.67717207	0.802337888	1.369526568	1.264734961	0.601153948	0.84212096	2.16555016	3.776747144	0.850130924	0.935731877	4.730992946	0.348007494	4.623557385	2.298490433	0.442966102	1.178348416	0.389119512	0.404665298	0.961865494	3.884538853	7.363326422	2.445467789
gamma-glutamylvaline	0.785850926	0.797997337	1.175894588	0.766735455	1.103263333	1.119539383	1.207151762	0.579684485	0.814600651	1.275260192	0.810588732	1.014499646	1.591424761	1.184024373	1.016698667	0.819184691	1.325409167	0.720869155	0.904096559	0.725109451	0.645259568	0.918500852	1.229231438	0.681256173	1.03524437	1.180558678	0.669863173	0.91838784	1.396922077	0.74128897	0.996898062	0.93370329	0.855115372	0.747678844	0.947768547	0.878369899	0.814308703	0.805564417	0.720855028	0.482233019	1.567169608	0.89950781	1.590219302	1.238766806	0.971472767	0.986741129	1.336578498	1.042886792	0.878278077	1.322317824	1.15442706	1.10573782	0.875516352	1.17436422	1.432318307	0.626516094	0.520280316	0.74227076	1.050223139	0.754904534	0.925531126	1.15276249	1.003101938	1.100897149	0.791534476	0.700574123	0.759801711	0.753779126	1.177686296	1.915570786	1.366086343	1.251471213	1.147062459	0.790048842	1.342356225	1.254039877	0.946125168	1.32684065	1.025266372	0.868994631	1.359668216	1.676357819	1.124325902	1.107630767	1.317319408	0.600198477	1.190388348	1.421970666	0.849589567	1.114856457	0.827632321	1.084310316	0.712508638	1.318447171	1.193251313	1.567129583	1.652472309	1.217739553	1.638124522	0.993392343	1.320547307	0.773075886	1.03928925	1.838463793	0.815650718	0.567062483	1.387240735	1.341461548	1.255210019	0.888854096	0.978135753	0.698156142	0.568176119	1.106154551	0.8106782	0.730566978	0.82891783	1.074897377	0.771305368	0.830989712
O-acetylhomoserine	10.71393464	5.492881797	11.58433167	8.213285734	11.39179503	10.1770971	6.27750143	15.43246484	15.5915623	103.6237471	11.97895899	6.864925741	28.35397724	5.986978561	11.46451155	7.629979685	3.279745962	4.737630421	12.28858602	2.951922053	17.18185046	12.65902842	6.981148301	10.96495138	1.966186071	8.776469892	44.22988896	6.396414272	7.221056784	17.31567425	1.120281651	0.378465908	0.482033885	0.649024674	1.550561133	0.571531134	0.819916767	1.398473403	0.40614978	0.318285635	2.496100669	0.893694404	0.830484606	0.394434035	2.227549752	1.957065936	0.858093529	1.573077454	0.483982564	0.952174513	0.584134435	1.023143528	0.820816157	1.335239936	0.976615846	1.749649908	1.049032563	1.254661644	0.704838169	1.066416836	0.74250212	0.688479517	2.044081971	1.118281691	0.824689848	0.588311868	0.671888128	3.077103016	1.260267056	6.331591093	0.997613459	0.811439617	173.6616556	0.588895683	0.77714838	0.406062997	1.3479458	0.772769768	0.851758348	1.002386541	1.660105323	0.839798032	0.816733398	1.058274985	0.944762431	0.307481115	3.590749689	0.664858681	0.889686594	0.460156604	0.713895189	1.14354352	0.427825881	0.732904676	0.670203744	0.807676377	0.723583361	1.074629692	0.69084239	0.672937417	1.099883631	0.534147255	3.552142956	0.6249857	0.74587089	0.780686771	0.868550916	0.797432003	0.764205834	0.664921796	0.611100373	0.565010552	0.606895328	48.20881639	0.821502534	0.529957989	0.800197235	0.686388829	2.934664011	0.383183764
3-hydroxysebacate	0.905469404	1.180844389	1.380169117	1.27475499	0.961530417	0.78902235	0.258343791	3.4706436	0.483446875	1.029625314	1.960932831	1.150942692	0.80788365	0.622594717	0.906552528	2.603897753	0.383777041	0.521363691	0.346995638	0.652705569	2.5268316	0.918758217	0.286452731	0.464921716	0.647820306	0.557233776	4.339518346	0.258343791	1.414612466	3.261794849	1.070238736	1.61283913	0.350005976	1.697412454	2.545020617	0.564486973	0.258343791	0.535631051	1.749611569	1.724968627	0.823869069	1.666972929	0.661101649	2.390156269	5.269025636	0.413350066	0.672067348	1.058862197	0.975386937	1.46642315	1.372318334	0.310221704	0.258343791	0.62416338	0.258343791	0.806322457	1.520863213	0.258343791	1.910810326	0.66734642	1.282000717	0.795849767	0.258343791	2.721920939	4.296163499	0.438000478	0.772103203	0.897267539	2.023328254	1.506745249	1.882312956	1.338823652	0.601021872	0.258343791	0.940286244	0.258343791	0.258343791	0.414403311	11.72442333	1.024613063	0.846569858	1.327088562	5.717080495	0.708923449	0.899822218	0.744315466	0.258343791	1.379840445	1.088681726	0.258343791	0.83555187	1.413043803	0.548030955	1.648559818	0.849632485	0.538118501	1.670057966	1.188904327	1.912154894	0.473803335	1.796096271	0.343776144	0.593589399	1.259606191	1.254444544	2.052460559	0.761578224	0.526487989	0.258343791	9.415142823	0.871675929	0.695657046	0.465504362	1.847167444	0.491775726	1.373252062	0.529221943	4.353927632	1.523948249	1.560266523
propionylglycine	0.451379771	0.221710203	1.742504134	0.905998792	0.882176664	2.847312169	0.949132819	0.334857732	0.221710203	2.222139304	0.53383022	0.982779971	0.770188175	2.742620737	0.915660571	0.221710203	1.362070694	0.799565302	1.392749118	2.962378995	0.71531216	0.375580395	1.047870467	0.787247291	0.780787448	3.027635068	0.80003638	0.724218347	1.001352602	1.143476142	0.620863194	1.791008925	1.281870696	0.221710203	0.511374687	0.33370802	0.221710203	0.809616537	1.016814248	0.611679489	4.10392418	1.655368549	0.807354426	0.673579709	3.454241225	2.769857021	0.600919303	2.629645781	1.451263167	1.107499248	1.786664272	1.90102448	1.12374447	1.506076217	0.221710203	2.08853716	0.221710203	1.322465095	0.787207645	1.29213415	0.429570222	0.441190943	1.523951558	0.993213667	0.221710203	2.310114435	1.645641472	5.220285306	1.013274161	2.655811643	0.361573963	0.221710203	2.54567482	0.751827762	0.987194586	0.809066168	1.70232018	1	0.306383118	0.65838392	8.885931302	0.806435589	1.526722061	0.680477982	0.493767534	0.522624609	0.520798595	0.908650359	0.571080426	1.261014965	0.221710203	1.914254331	1.789938503	0.5451571	0.351513399	0.814073129	1.555935943	0.776720312	0.385494038	2.307124717	0.794898823	1.718691334	1.545455605	0.693019872	0.221710203	1.357406548	0.736254177	0.670242512	2.039461011	0.841085533	0.370218958	1.026935446	0.221710203	1.041870043	1.032555742	1.825532937	1.109924604	1.358012887	1.104397591	0.596446387
propionylcarnitine (C3)	0.936240542	0.852837572	1.063856122	0.972754495	0.669974789	1.532226072	1.393655952	0.662547042	1.035523551	1.282617961	0.806800214	0.822612446	2.043926383	1.514348411	0.771923972	0.78972649	2.184844719	0.997594052	1.134340393	1.126555946	0.565738578	0.75950538	0.697135598	0.409456269	1.303498228	1.211390039	0.714819278	0.936387596	1.971375127	0.481619507	1.17397825	1.183281015	0.669672114	0.753367352	0.868904419	0.733308102	0.734158814	1.366394374	0.965368527	0.620569133	1.308912383	0.940477753	1.926985179	1.309147774	1.38356878	1.259240367	0.959342349	0.966253965	0.861648284	0.919661069	1.909350627	1.01463058	1.061537624	0.933429817	2.062457171	1.447615635	0.253168943	0.509781436	1.108219869	0.614341484	0.660642514	0.994053271	1.102885048	0.932676205	0.787604041	0.769098225	0.658871617	0.978930786	1.12969829	1.82881035	1.525549412	1.119050933	1.498153669	0.922792779	1.573141717	1.172587926	1.260505484	1.18418929	1.002405948	0.813891899	2.055859247	1.610993798	0.927925954	1.200735507	1.236411092	0.752574345	1.261775761	1.245514279	0.962918781	1.728300748	0.840977827	1.112612995	1.221290033	1.854974253	1.029184661	1.330461671	1.414721982	1.568420575	1.137693549	0.760088883	0.95013073	0.794510181	1.102428407	0.767458859	0.759497031	0.684071826	1.080707431	1.368808383	1.110918711	0.450046707	1.248508917	0.789092499	0.461144458	1.458641072	0.518610915	0.642252977	0.824470395	0.821315107	0.748626343	1.031163702
pro-hydroxy-pro	0.923971999	0.704518582	0.968941528	0.759974366	0.822954916	0.97396298	1.14418727	1.05588773	0.828654256	0.662047348	0.728044996	0.790857951	0.588749238	0.988133463	1.347274251	0.76708844	0.785825788	0.951263306	0.703816499	0.754345172	0.779509668	1.043569594	1.183590052	1.028984594	0.421020421	1.564588999	0.872502642	0.733825576	0.796486189	0.715801979	0.867162017	0.747400844	0.68248556	1.801504222	0.612650386	0.757988612	0.304809352	4.623618101	0.848504188	1.428275864	0.488647019	1.141320744	0.925837017	1.731550272	1.952422153	1.175561543	1.467651965	3.242647007	0.714441851	0.825921042	1.7945762	1.660670747	0.796858198	2.11461253	0.774177603	1.711204105	0.59771652	1.055933059	1.167354154	2.374288536	1.299015599	1.011866537	0.879206119	1.259477593	0.8702736	0.89362515	0.401930908	1.12645602	0.87950956	1.382404668	1.096680716	1.738492926	0.749581639	0.790320498	2.28296353	2.49729905	1.513022574	1.469631884	0.548290868	0.545704163	2.590329368	1.032119511	0.509493007	0.922750347	1.052625287	0.662343951	1.273515816	2.651260665	1.32722091	1.228546383	0.714522995	0.930152083	0.871469862	1.131533465	1.527995267	1.134296086	2.695106707	0.860044883	1.168581927	1.048702123	1.015815475	1.393029015	0.795313404	1.392033389	0.476503507	0.923579429	1.342269391	1.12594348	1.076951807	7.25550446	0.66381965	0.82039929	0.938955594	1.229973741	1.812683331	0.664227999	6.396195132	1.913337491	1.791264268	1.39543775
3-hydroxy-2-ethylpropionate	0.878567195	0.72328916	0.845263687	0.831237546	0.80933844	1.029750492	0.995218562	1.629298853	0.750703991	1.372898472	0.792904149	1.087569313	2.586068923	1.465171755	0.655386214	1.338916565	0.409179519	0.540243261	0.667491148	0.773781718	0.840348894	0.973543006	0.518806749	0.727774559	0.692812128	0.851106991	1.229686636	0.736270589	1.45184836	0.799463479	1.291949909	1.403123179	0.753529361	1.39693791	2.766266212	1.004781438	0.85336795	0.797772462	1.119668747	0.443059611	1.398113211	0.894687187	1.310485797	1.426103518	1.078127066	0.873904726	0.985613633	0.692641699	1.019001249	0.954729341	1.23085087	0.772832182	0.861341625	1.070063751	2.090944153	0.648363183	0.384363188	0.715169403	0.879708189	0.647670398	0.52565271	1.332519919	0.886715726	1.549867557	0.678144109	0.580213447	0.820944258	1.09362842	1.366753044	1.382753513	1.603677961	0.916508826	0.967241535	0.822305482	1.18083972	0.796114646	1.019590006	1.216545844	0.864700417	1.150517625	1.540672102	1.286010324	1.188329773	0.758084481	1.132681163	1.930625162	0.946310779	0.892764873	1.141218141	1.618945804	1.16062499	1.068176851	0.856970214	1.573483134	1.896531479	0.912077654	1.210138131	1.856102019	1.361308147	1.166881087	1.833221281	0.567993417	1.061703843	1.137909149	0.611327929	0.801755426	1.452753629	1.096533471	1.017073402	1.883959524	0.967636622	0.475786536	0.885652201	2.031821655	0.838375672	0.674952426	1.73898031	1.992131461	1.613545175	1.156128524
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	0.426993323	0.504822216	0.138764432	0.096925465	0.302095129	0.899299899	1.565184965	0.226090552	5.61239368	2.542108885	0.053431546	0.186925858	11.06003858	4.1642836	0.953749681	6.832901884	4.715814864	0.329827668	0.657298464	0.325232007	0.23027685	4.80978723	0.054556305	4.81557509	0.894249724	0.5304686	7.867176891	1.120749767	7.792174073	0.345959007	14.51599323	5.359949331	0.147161487	0.482729374	4.131564365	0.559211328	0.44681008	2.522347625	0.152844292	0.192870693	4.255007755	0.410310398	0.283211796	0.649093126	1.505417804	10.68627014	5.819414036	0.498272915	0.181145534	2.153028474	2.609834106	4.950635136	0.383479415	0.060529816	2.795241807	0.984418652	0.029205736	8.278130711	0.318814328	0.102863403	0.457154708	0.087592175	0.199817351	8.735402161	0.467770308	0.042782035	7.231510368	0.168928436	1.553772416	9.240082154	1.375331873	0.205871648	0.915968328	2.114739025	1.806398073	1.015581348	5.482216488	0.794952698	1.036048297	5.969035854	0.53474635	1.590336026	3.300757961	6.346741651	1.162360678	3.256231182	6.533652117	5.510126695	1.770544495	8.253468012	1.977478061	1.147831285	4.754090391	4.883934536	2.034624147	9.735162546	0.261151588	0.08691267	0.568176893	4.957037551	3.966930794	0.803231734	2.961310639	0.556565155	13.24230402	2.681042043	0.746293842	0.356431872	1.141695754	0.662800089	0.107028179	0.339710693	0.561013548	7.328815245	0.639186153	0.139751183	1.352060435	0.430623947	1.125183663	0.429445543
docosapentaenoate (n3 DPA; 22:5n3)	1.212256039	0.401900794	1.603153977	0.178101734	0.835312476	0.296582892	0.698869129	1.191764001	5.485932642	0.901233725	2.6254026	1.707589803	0.658671329	1.243008492	1.582875584	4.822589565	1.316241835	0.880731311	1.068719084	0.604638383	1.973433211	3.454679233	1.110014075	0.966655143	0.749228	1.379396851	6.447821621	0.308191407	2.471460841	3.460709975	0.57719168	1.4865134	0.686268301	0.760964564	5.528474141	0.797808282	0.156093861	0.247233107	0.278205085	1.475535186	1.021387645	1.269773623	0.37723606	0.989927162	0.564115402	0.844104178	3.924246232	0.965001922	1.52335098	3.51841077	1.010072838	1.57739456	1.52699877	0.339882222	2.061990818	0.295004719	2.496637596	0.625496843	0.926021147	0.242148162	0.166079157	0.423568961	0.237872405	1.889100349	0.648729868	0.409499247	1.339947197	0.548749638	0.792655552	0.871816057	0.962010544	0.640103826	0.304118315	0.414138312	0.490191149	2.848557007	0.581319328	1.041527009	3.382180809	1.982151853	0.884415934	0.604395773	2.026511541	1.252610334	1.286652196	1.431973534	0.586094657	4.33225394	1.543390395	0.58615371	0.964327094	2.975222911	0.548130231	1.125699486	0.482032083	1.37080522	1.044880918	0.651014428	3.504038529	4.018333107	5.305977962	0.651202653	0.29174073	2.009727556	5.281655268	4.232094994	0.711118666	0.386705616	2.507661808	10.79939069	0.811126218	0.893099646	0.466737216	3.730974481	1.909394045	1.911333971	1.357710786	2.971729799	0.81957441	0.770155284
docosadienoate (22:2n6)	0.805695839	0.807943558	0.999382374	0.410094001	1.000617626	0.416079462	0.749065013	1.571326474	1.564898748	0.736608812	2.02781304	0.963057118	0.71119128	0.860130782	1.073490924	1.587851289	0.981198791	1.209667618	1.028711907	0.745926147	1.672156189	0.961847232	1.047120482	0.908270348	0.850210158	1.587681442	1.859945494	1.005806791	1.79973023	1.583980095	0.662268652	1.171118907	0.792612085	1.975685372	1.326177323	1.172128065	0.825402532	0.407330122	0.477604977	0.626767266	1.33969562	1.256547667	0.615327943	1.185895619	0.805659443	0.86806287	0.925755793	0.999231276	1.35015005	1.535693843	0.699256753	0.765718867	1.159246143	0.770769066	1.324065261	0.745094557	2.300627442	0.622093158	1.097586073	0.857084561	0.503905935	0.597253548	0.416151151	1.083095014	0.93137509	0.629453941	0.461311772	0.819936539	0.998298219	0.442639603	1.523392048	0.788164072	0.503143829	0.696956094	0.620380348	1.298212082	0.836563924	1.132746662	3.021208849	1.086140133	1.004032218	0.887800445	1.453759084	1.237477349	1.472865798	0.8035165	0.648494481	2.711931329	1.731137304	0.657122501	0.839071928	1.402691307	0.611401604	1.089328629	0.805100271	0.645506713	1.480248639	0.966769494	2.00761776	2.096742352	1.679247863	0.726783038	0.405097844	1.498548027	1.206806684	1.952935766	1.35326024	0.726808405	1.204919615	3.505986013	1.597420086	1.524728768	0.964615522	2.118590885	1.301656452	1.317907746	1.094581762	2.318288248	0.683440003	1.308839667
adrenate (22:4n6)	1.260554698	0.433631488	1.310146717	0.405368075	1.037539878	1.234236385	2.615028584	0.859016566	1.662079899	0.884348769	1.274564595	0.887719577	0.848833467	0.962903927	1	1.609001669	0.79984118	0.833853575	0.903172242	1.25575759	1.442302876	0.790804442	0.941304227	0.747362053	0.959378016	1.119172268	2.151893459	2.23659636	1.085536385	1.504367257	1.092022474	1.158803503	1.204476433	0.692719481	1.338425105	0.826142945	0.286440566	0.562721657	0.838602651	0.717226453	0.634845519	0.998798925	0.681429445	1.22617656	1.295619316	0.910681664	0.896254691	0.852177744	1.299403979	1.239714941	1.132091147	0.383141758	1.221971362	1.005326364	1.328834939	1.946914616	1.072748435	0.52745245	0.858475085	1.192252721	0.27995601	1.105453157	0.873717817	0.716585764	0.793529649	1.402651201	0.809162808	1.227026947	0.899710165	1.42642315	0.793322035	0.645845554	0.762363759	0.859036887	0.886015738	0.988795651	0.623481548	2.449649453	0.903683614	0.764525985	1.787258565	1.126574345	1.67641356	1.201753467	1.01709554	0.607481153	0.949935404	1.72572737	1.177087619	0.996004736	0.602135647	0.760721788	0.825405525	1.163825206	0.994700797	1.264968297	0.7139975	1.134387485	1.39900297	1.044548069	1.478829562	0.795314066	0.27995601	1.587124507	1.049668037	1.051243266	1.060463995	1.070171255	1.214879488	4.222053473	0.816251144	0.880835711	1.130718501	0.884532996	0.724677702	1.143600392	0.78791985	1.314690969	1.27350396	0.822210257
10-undecenoate (11:1n1)	2.147160998	0.716448822	0.657093758	0.65522181	0.915661865	0.433615777	0.814413123	2.476215348	1.095698334	0.94336918	1.212376224	1.013013953	0.967205498	0.918882989	0.834518963	1.184596413	0.373734411	1.021928358	0.632284866	1.139571761	1.250075968	1.887513455	0.756263656	0.616322825	1.024956238	0.855482748	1.834931107	0.896570968	1.144860195	2.220772095	1.957407491	1.210480033	0.925415386	1.431662154	1.614650241	1.154568994	0.338254266	1.05650254	0.719576972	1.988256844	1.723687112	0.80455792	0.868644988	0.85670647	0.606558948	0.964611416	1.677973514	1.36224146	1.418373517	2.189525898	0.74864641	1.112229985	0.586818412	0.531443796	1.240660682	0.443121682	0.596728694	1.039078342	1.478899343	0.375002619	0.512375024	1.336401384	0.417063413	2.095269008	0.603565432	0.801307138	0.328847454	0.721042896	0.996562094	0.485514122	1.392524262	0.527448284	1.100909094	0.433776774	1.113058274	1.179663162	0.429240603	0.602665824	0.901878703	0.938203613	0.744478132	0.773600529	0.859249945	3.083547035	1.599396919	0.681373289	1.036569231	1.937296238	1.273601118	0.573227552	1.206672352	1.146850772	0.285941659	1.125093297	1.421638186	0.659607576	1.035277722	0.465533973	1.641606471	1.769433899	2.144299764	0.688007839	0.37664578	1.27279872	0.649917136	2.56751756	1.003421429	0.302272063	1.131875899	2.122830861	0.996578571	0.472928318	2.164361823	1.839265796	0.809333939	0.922946525	1.093100957	1.680144389	1.823928444	1.426241439
myristoleate (14:1n5)	1.498465617	0.428076124	0.972535604	0.275268855	1.522171844	0.206231061	0.664002417	3.127209825	2.21216605	0.410783789	1.716622369	1.078642864	0.327966316	0.703820594	1.615071572	2.476219165	0.129930311	0.841662338	1.012306707	0.769119306	2.106408875	1.360526608	1.264549515	0.48376783	0.702410644	3.65905793	2.900241159	0.395833117	0.863769031	2.912461306	0.450981305	0.980783022	0.844806337	1.265783187	6.101852691	0.756754649	0.310438269	0.337231125	0.292589369	0.952095831	0.583848191	1.547745172	0.635942423	2.223760248	0.875868034	0.779744863	1.929991331	1.420749672	2.497737524	2.050106115	0.75089414	0.631566043	1.215245327	0.419416265	1.139114579	0.320733065	1.838982799	0.269262848	1.92639706	0.217069998	0.238592849	1.096284382	0.426593801	1.728041771	0.654435392	0.568723131	0.394566171	0.72961448	0.565084366	0.228787275	1.345928988	1.612180094	0.254419327	0.466347451	0.3048389	2.36570569	1.356170175	0.945634844	1.801769532	1.023686194	1.210516347	0.461767042	0.783653366	0.517721371	1.663985608	1.108288056	0.322516379	1.860635157	2.244314373	0.369969609	1.324937551	2.152362263	0.516443657	1.514320252	0.295820078	0.525693033	1.204535962	0.95804737	1.32574784	1.0914343	3.447608495	0.574927793	0.212713199	0.987693293	1.571125946	1.605212497	0.970701906	0.496628737	1.969241895	9.48988144	1.034164297	1.514659311	1.484341612	0.521022432	1.959381186	2.291434412	1.67716049	1.996089175	1.113794976	1.096257148
