	cohenD	fc_case_control	pval	padj
BIRC2	0.612317608303723	0.10084828258755	0.0076468608044151	0.735243505573107
BPIFA1	-0.531354363592239	-0.0910390357219979	0.0199406713137684	0.735243505573107
CA4	-0.585225973712075	-0.1301577934348548	0.0106434905526126	0.735243505573107
CABYR	-0.608984478908424	-0.1073258933903193	0.0079685698930341	0.735243505573107
ESR2	0.574766007521104	0.1280822037781143	0.0120608657611493	0.735243505573107
FKBP5	-0.501025098837361	-0.1569305942015426	0.0278935219968858	0.735243505573107
GAS2	-0.553575491390073	-0.1412471173604738	0.0154661264546072	0.735243505573107
GK	-0.51466096507358	-0.1100805364825814	0.024025297372774	0.735243505573107
GNAZ	0.60116877760358	0.1029549748732563	0.00877192553663	0.735243505573107
GRK2	0.505689830672229	0.2096219793351597	0.0265126546347555	0.735243505573107
GSK3B	0.6203019377308	0.1338996090080352	0.0069239131995219	0.735243505573107
HINFP	0.551946255642661	0.1701799251921126	0.0157606533172393	0.735243505573107
IFITM1	-0.506256855182933	-0.1075422896539416	0.0263489743597153	0.735243505573107
ITGB6	-0.505530528692955	-0.1785803661009563	0.0265588003867633	0.735243505573107
KAT2A	0.509721390507942	0.1834394774435183	0.0253680825462708	0.735243505573107
KLF10	0.561632603858392	0.1224917321200926	0.0140809538510942	0.735243505573107
MAP2K5	0.595936823330493	0.1040652182819695	0.0093502074261788	0.735243505573107
MAPK14	0.62944188535243	0.1317612456792735	0.0061734763465644	0.735243505573107
MCM5	0.521529551172834	0.0865402337478763	0.0222626458602337	0.735243505573107
MED4	-0.510590759515537	-0.6068348877476708	0.0251270560222689	0.735243505573107
MPP1	-0.579239601292683	-0.0943240370508064	0.0114350075326657	0.735243505573107
MUTYH	0.51882580589046	0.0971555837941738	0.0229423371531314	0.735243505573107
NDUFAB1	-0.509205619482126	-0.1823705689500052	0.0255120382893119	0.735243505573107
NMRAL1	-0.551454648516423	-0.2027663762886672	0.0158505064389701	0.735243505573107
NRBF2	-0.538745673025832	-0.3845419530370704	0.0183384944957615	0.735243505573107
PIK3C3	0.560339838121088	0.0780094998666694	0.0142954067373739	0.735243505573107
PLD2	0.511091611554957	0.0748638211232314	0.0249891175760924	0.735243505573107
PPP3CC	0.666384461888074	0.097582566983456	0.0038402451841279	0.735243505573107
RAB38	-0.703033032856913	-0.0936238674721007	0.002357262472165	0.735243505573107
RPS6KA1	0.514890851660368	0.2000276591350969	0.0239643633532468	0.735243505573107
S100A7	-0.674658944877862	-0.1584257082377915	0.0034446269871422	0.735243505573107
SPAG4	-0.573450379589529	-0.1090886951067761	0.0122507234401727	0.735243505573107
TSGA10	0.532356161997434	0.2154181285837585	0.0197164590389653	0.735243505573107
UBE2I	-0.540256633222688	-0.1411827857941863	0.0180254742547441	0.735243505573107
