	cohenD	fc_case_control	pval	padj
pregnenediol disulfate (C21H34O8S2)*	0.263466008646271	0.3564182328331742	0.242276823849477	0.854282201100403
androstenediol (3beta,17beta) disulfate (2)	0.268975622176145	0.3479730890512216	0.232655342064304	0.854282201100403
21-hydroxypregnenolone disulfate	0.347478123717629	0.5888224466827929	0.124240066400724	0.8410038443481185
5alpha-androstan-3alpha,17beta-diol monosulfate (1)	-0.121528619450131	-0.1730592610175083	0.588340737306	0.9501210384804658
5alpha-androstan-3beta,17alpha-diol disulfate	0.0988340059987931	0.1911285186353896	0.65971292788201	0.9531485733959788
androstenediol (3alpha, 17alpha) monosulfate (2)	0.141003586736864	0.18279876827739747	0.530153739316292	0.9334785130902692
androstenediol (3alpha, 17alpha) monosulfate (3)	0.175903799853285	0.24084016102800396	0.43386120505173	0.8921060824803984
androstenediol (3beta,17beta) monosulfate (1)	-0.0349586657940327	-0.0621801410752168	0.876169041372971	0.98812719235033
androstenediol (3beta,17beta) monosulfate (2)	-0.163122618915301	-0.25071829397398815	0.467876949526586	0.9046254322428878
4-hydroxycoumarin	-0.0928577337966789	-0.1837886628445077	0.679082623117732	0.9531485733959788
pregnenediol sulfate (C21H34O5S)*	0.272868256311832	0.4021678758524899	0.226026210038824	0.854282201100403
2-hydroxyglutarate	-0.148938718736699	-0.07294153731570924	0.507328874146023	0.925220765534667
gamma-CEHC	0.28719066700809	0.24129110711172444	0.202819134727856	0.8450645502895222
N-acetyl-beta-alanine	-0.267096715039593	-0.12152415451738706	0.235904961056082	0.854282201100403
sphingomyelin (d18:1/18:1, d18:2/18:0)	-0.0093094483529335	-0.003282320459579677	0.966897558979796	0.9968734286685228
palmitoyl sphingomyelin (d18:1/16:0)	0.24995185695162	0.04138266280454253	0.267075553372418	0.854282201100403
cysteine sulfinic acid	-0.0119186775104299	-0.008011187494746068	0.957627610361716	0.9941711297395114
3-hydroxyhippurate	0.418360348123685	0.6740790994214316	0.0651002994206213	0.8410038443481185
16alpha-hydroxy DHEA 3-sulfate	0.20245311252149	0.4728428374817919	0.368042896417588	0.880350109567108
pregnenolone sulfate	0.33070302340539	0.49871233146343485	0.14318130244231	0.8410038443481185
andro steroid monosulfate C19H28O6S (1)*	0.171265268459293	0.37916577924385325	0.446034622383852	0.8979938033192921
ergothioneine	0.0585334499734543	0.07337281312432585	0.794189144641585	0.967991404081062
13-HODE + 9-HODE	-0.0629990846342653	-0.06195924963506168	0.778888660656054	0.9676825163420062
tridecenedioate (C13:1-DC)*	-0.324750703614732	-0.3478326510149487	0.150420972760872	0.8410038443481185
