	coef	cohenD	pval
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*	-0.624381580406071	-0.227331917323633	0.312458753905005
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	0.091349350041188	0.105097867797401	0.63965795068068
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	-0.185144509767975	-0.143069740101785	0.524159779101803
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	-0.386718489127056	-0.31460505183466	0.163412439011504
palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	0.164232412009259	0.165534687629822	0.461344423049635
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	0.0217161827794292	0.0359379637625923	0.872729889981962
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	-0.0174393201101899	-0.028096785866677	0.900330195736862
diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	0.0822942887859347	0.103648002917329	0.644276861032765
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	-0.0613942852103477	-0.077763712815527	0.728949745406547
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	-0.198852198438746	-0.214161980022279	0.341142332868096
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*	-0.18071910359571	-0.413193924568178	0.0684135452143221
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*	-0.0604965019782986	-0.101893373992223	0.649885440539133
perfluorooctanesulfonate (PFOS)	-0.625403505463948	-0.587125994111836	0.0104028546153857
N-palmitoyl-sphingadienine (d18:2/16:0)*	0.0142330970153986	0.0497723909336428	0.824437310489307
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	-0.0772721276108736	-0.236609774761616	0.293252617482159
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	0.0620555013419833	0.16552649969736	0.461366509953709
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	-0.0506175839231609	-0.12715904675117	0.57121212280962
N-stearoyl-sphingadienine (d18:2/18:0)*	0.162001820843894	0.286570175067664	0.203786427092081
2-hydroxynervonate*	0.0449740110706089	0.102093046476515	0.649246169445636
sphingadienine	0.292826306407339	0.478882451965766	0.0353447842082647
palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	-1.94338158411802	-0.252040499046963	0.263130683298382
myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*	0.212824561308683	0.239110898566029	0.288216182393677
ceramide (d16:1/24:1, d18:1/22:1)*	0.21877518793528	0.396394759701395	0.0801775178103444
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	0.126956161216164	0.32814813753179	0.146254666666859
ceramide (d18:1/14:0, d16:1/16:0)*	0.0707507280077803	0.224225423508136	0.319074247504498
ceramide (d18:1/17:0, d17:1/18:0)*	0.129405800620999	0.252820191709923	0.261668618195911
ceramide (d18:2/24:1, d18:1/24:2)*	0.101090799545442	0.284167681392704	0.207563988260247
glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	-0.0347020126126197	-0.100378463793412	0.654744106530274
glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*	-0.15260863334925	-0.270109194817304	0.230710522869311
glycosyl ceramide (d18:1/23:1, d17:1/24:1)*	0.104045706508666	0.200405290660953	0.372882485352323
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	-0.107114108015052	-0.229884847598177	0.307091539796975
stearoylcholine*	-0.213409287165635	-0.154099186120184	0.492772287206617
linoleoylcholine*	-0.148812444239547	-0.113098654431014	0.61442874336414
1-cerotoyl-GPC (26:0)*	-0.0394629250069361	-0.0886954409174268	0.692702788454595
sphingomyelin (d18:0/20:0, d16:0/22:0)*	-0.101395216940861	-0.130547983546104	0.561020402225359
sphingomyelin (d18:1/19:0, d19:1/18:0)*	-0.0338681318244508	-0.090614663554081	0.68640964710856
sphingomyelin (d18:2/18:1)*	-0.0993091004279906	-0.268866878878738	0.232842529424969
sphingomyelin (d18:2/24:2)*	-0.0399628064471907	-0.154454610492566	0.491778175351355
sphingomyelin (d18:2/21:0, d16:2/23:0)*	-0.0799000831405281	-0.210019373064336	0.350509491088307
sphingomyelin (d18:2/23:1)*	-0.0572081939747715	-0.170113118416689	0.449088806847136
sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	-0.0503369260462143	-0.101397890953404	0.6514729125965
sphingomyelin (d17:2/16:0, d18:2/15:0)*	-0.0774512413587314	-0.175771565782278	0.434205509156392
linolenoylcarnitine (C18:3)*	-0.0685909797720156	-0.148850325431776	0.507580203366691
behenoylcarnitine (C22)*	-0.0248040444525415	-0.0312003434310017	0.889389288177676
arachidoylcarnitine (C20)*	-0.139325743163822	-0.281792354075465	0.211349491648566
lignoceroylcarnitine (C24)*	-0.0401003853266682	-0.0805331138063773	0.71970460344157
cerotoylcarnitine (C26)*	-0.0396117821209438	-0.121375457452336	0.588810041254547
ximenoylcarnitine (C26:1)*	-0.101625334972699	-0.294760403667988	0.191291866063105
arachidonoylcarnitine (C20:4)	0.11649539686703	0.177273102775972	0.430305354623113
eicosenoylcarnitine (C20:1)*	-0.0401388987669446	-0.0791774146809658	0.724225237428719
dihomo-linoleoylcarnitine (C20:2)*	0.0224789747869626	0.0402913379628757	0.857472031424938
dihomo-linolenoylcarnitine (C20:3n3 or 6)*	0.118653779013986	0.181868654199307	0.418498216842485
docosahexaenoylcarnitine (C22:6)*	-0.180912801413085	-0.179203974483224	0.425320616026286
nervonoylcarnitine (C24:1)*	-0.0716733950850037	-0.145546389149594	0.517021895167413
adrenoylcarnitine (C22:4)*	0.203516341385975	0.310816553021689	0.168478921875564
docosapentaenoylcarnitine (C22:5n3)*	-0.00989110235993027	-0.0150802046488307	0.946403425049922
glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	-0.0157906214595077	-0.0394877524768337	0.860284563132096
N,N,N-trimethyl-5-aminovalerate	0.00442464179405414	0.00790657949181082	0.971883573713045
ethyl alpha-glucopyranoside	-2.00324363166885	-0.186165882234617	0.407635345020195
carotene diol (1)	-0.317002510016023	-0.379972933403016	0.0932496447631243
carotene diol (2)	-0.337237515972048	-0.392278649942464	0.0833025502091663
carotene diol (3)	-0.158686885213863	-0.209874222899149	0.35084068860169
cortolone glucuronide (1)	-0.37246289193654	-0.643557930141185	0.00516003180704883
(N(1) + N(8))-acetylspermidine	-0.126326359097675	-0.237920963016692	0.290604858044165
5-dodecenoylcarnitine (C12:1)	0.102543043390171	0.161522198269476	0.472239989381511
hydroxy-CMPF*	-1.28330860675209	-0.545381731615117	0.0169989550294957
3-hydroxyoleoylcarnitine	0.0308632862851597	0.050473132386191	0.822007492736763
trans-2-hexenoylglycine	-0.193553033384532	-0.14883536507126	0.507622746842481
N-stearoylserine*	-0.113926922369021	-0.29808127694906	0.186392707809176
lyxonate	-0.305927071459647	-0.183744842700769	0.413734226718233
dodecenedioate (C12:1-DC)*	-0.0745405934091039	-0.0536134376632273	0.811140183251337
hexadecenedioate (C16:1-DC)*	0.135658568287816	0.215357862070858	0.338468900962626
octadecenedioate (C18:1-DC)	-0.0483021859464919	-0.0558776627787931	0.803327449447235
heptenedioate (C7:1-DC)*	-0.0661020579741312	-0.117100879944742	0.601978254225481
octadecadienedioate (C18:2-DC)*	-0.261196926526701	-0.293964320669491	0.192480523606064
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	-0.311114803421269	-0.614339934746697	0.00745749786994158
glucuronide of C10H18O2 (7)*	0.840784767219746	0.0724879455398009	0.746672546343886
N-acetyl-2-aminooctanoate*	-0.487816848107573	-0.611537555286749	0.00772106857797879
hydroxyasparagine**	-0.163682805860216	-0.514664039927578	0.0240244814454667
perfluorooctanoate (PFOA)	-0.309334351035219	-0.261091623331299	0.246510041776493
3-hydroxybutyroylglycine**	0.0636062750375893	0.0642380188696481	0.774658883762816
glyco-beta-muricholate**	-2.37981504375625	-0.400689152949072	0.0770212567337377
N-methylhydroxyproline**	-18.6087337551757	-0.241809645466947	0.28284884049459
N,N,N-trimethyl-alanylproline betaine (TMAP)	-0.165464145938609	-0.371859871641259	0.100324273820303
3-formylindole	-0.149726288138053	-0.421871972270632	0.0629261470360105
gamma-glutamylcitrulline*	-0.142322813293547	-0.329647986371993	0.144444267056687
glycine conjugate of C10H12O2*	-0.1969853347192	-0.24970424023718	0.267545967962223
glycine conjugate of C10H14O2 (1)*	-0.325422083435234	-0.416779290237178	0.0660996079297436
glutamine conjugate of C7H12O2*	-0.00140069913731926	-0.000565573133892321	0.997988354592113
glutamine conjugate of C6H10O2 (1)*	-0.0505650448753132	-0.0367681004660363	0.869816487317277
glutamine conjugate of C6H10O2 (2)*	-0.0608901638882809	-0.0307182372873998	0.891087493688389
sphingomyelin (d17:1/14:0, d16:1/15:0)*	-0.0797293935100189	-0.163043752137806	0.468091420226457
tetradecadienoate (14:2)*	0.29048793151062	0.296486548117388	0.188733428186939
N-carbamoylvaline	-0.132147068222641	-0.151400269323376	0.500356774696425
8-methoxykynurenate	-0.053413141869356	-0.055979337895177	0.802977081446309
3-amino-2-piperidone	-0.0261239410124185	-0.0767308596095326	0.732408137501745
N,N-dimethylalanine	-0.263480936105586	-0.352963262592756	0.118498037956705
3-indoleglyoxylic acid	-0.218484659933949	-0.477460902146105	0.0358774669508656
ethyl beta-glucopyranoside	-1.14083078234858	-0.290375804923063	0.197907406260777
2-hydroxysebacate	-0.124114374889019	-0.11567105162189	0.606412985560532
ascorbic acid 3-sulfate*	-0.236803780727572	-0.28248871040227	0.210234490219401
6-bromotryptophan	0.0635297006917681	0.192047807224025	0.393047364542171
delta-CEHC	-0.0323614185219208	-0.0462914623962988	0.836532400218607
N6,N6-dimethyllysine	0.210530496675459	0.303324003669805	0.178851575093098
dodecadienoate (12:2)*	0.207572469210165	0.300854015027181	0.182375086918604
indoleacetoylcarnitine*	-0.426167377581104	-0.47059438379749	0.0385498566718243
N-acetyl-isoputreanine	-0.194769986965533	-0.426719234917228	0.0600258405409432
glucuronide of piperine metabolite C17H21NO3 (3)*	-0.500439944435337	-0.200439251631383	0.372801899602272
glucuronide of piperine metabolite C17H21NO3 (4)*	-0.358906437485915	-0.174122266175954	0.438513370274685
glucuronide of piperine metabolite C17H21NO3 (5)*	-0.47035454015235	-0.194013218352756	0.388245631023333
sulfate of piperine metabolite C16H19NO3 (2)*	-0.0895570927873087	-0.0657416884704015	0.769534443178496
sulfate of piperine metabolite C16H19NO3 (3)*	-0.121737493602589	-0.101571500982809	0.650916501751702
sulfate of piperine metabolite C18H21NO3 (1)*	-0.0324009350230944	-0.0309800933042584	0.890165049436579
N-acetyltheanine	0.246036605064498	0.249168608502133	0.268565530005518
2-naphthol sulfate	0.0606623004710746	0.0290727893646531	0.896887327011095
4-ethylcatechol sulfate	-0.751243271016769	-0.274813600780377	0.222765263439943
11beta-hydroxyandrosterone glucuronide	-0.271058821618894	-0.3369542433383	0.135874476557155
11beta-hydroxyetiocholanolone glucuronide*	-0.0734819275512096	-0.0559842380945425	0.802960196592671
N2-acetyl,N6,N6-dimethyllysine	-0.340269857829416	-0.124857651062687	0.578184054297566
N2-acetyl,N6-methyllysine	0.0643312843199973	0.0331032135686289	0.882691605567632
deoxycholic acid glucuronide	-0.235853852358423	-0.0778809056375445	0.72855769188196
4-allylcatechol sulfate	-1.1851381298739	-0.317818797741695	0.159207073644933
glycoursodeoxycholic acid sulfate (1)	-0.326241501295622	-0.134255238367403	0.549975129140312
lithocholate sulfate (1)	-0.012014474766168	-0.0108830638633103	0.961306262973753
3-hydroxyhexanoylcarnitine (1)	0.0121823371853314	0.020157610316683	0.928401033177681
2-ketocaprylate	0.0284721999832575	0.0423318222208275	0.850338745194061
2,6-dihydroxybenzoic acid	-0.353523511507033	-0.271482776668666	0.228369746963918
N,N-dimethyl-5-aminovalerate	-0.744624410493234	-0.304669766683783	0.176953651186647
3-ethylcatechol sulfate (1)	0.0623775665500114	0.0329140165409877	0.883357162928861
4-acetylcatechol sulfate (1)	-1.40651845130067	-0.607916469027545	0.00807423704726264
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	-0.101304476555921	-0.368634084859273	0.103255738480646
3-hydroxy-2-methylpyridine sulfate	-1.85862940738606	-0.409289041709528	0.0710105216230893
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	-0.0240097522346754	-0.09270194446788	0.679590523765384
taurochenodeoxycholic acid 3-sulfate	-1.06722924843318	-0.166066783232618	0.459910389655701
tetradecadienedioate (C14:2-DC)*	0.100666622870145	0.0932124766060917	0.677926653405512
pregnenetriol sulfate*	-0.355621534278983	-0.435528149049513	0.0550441038555838
pregnenetriol disulfate*	-0.325489623366879	-0.328695239480266	0.145592244874362
eicosenedioate (C20:1-DC)*	0.0138389052445554	0.0305094379662981	0.89182314204431
hydroxy-N6,N6,N6-trimethyllysine*	-0.156922291685145	-0.386638761249224	0.0877471086777706
undecenoylcarnitine (C11:1)	-0.114932782235394	-0.210431749342361	0.349569651437945
3-decenoylcarnitine	-0.0115260423014868	-0.0249136710864065	0.911571634365433
4-methylnonanoylcarnitine	0.0567395272604367	0.101278302957911	0.651856300856062
3-hydroxydecanoylcarnitine	-0.0209663466779404	-0.034398130555663	0.878138636697155
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	-4.32152350553592e-05	-0.000184979594169718	0.999342059076484
picolinoylglycine	-0.150653551046454	-0.27497331302976	0.222499073076084
4-vinylcatechol sulfate	-0.259671913774817	-0.133894196112056	0.551045989913941
succinoyltaurine	-0.417574275385515	-0.238415976153302	0.289609524869894
3,5-dichloro-2,6-dihydroxybenzoic acid	0.424170306321	0.934568139978826	7.56629015195032e-05
metabolonic lactone sulfate	0.287848083684822	0.289546109809074	0.19917823551058
vanillic acid glycine	-1.29717071105417	-0.350112389146614	0.121455389579879
2-hydroxy-4-(methylthio)butanoic acid	0.142816796859923	0.22243561978329	0.322927890947555
branched chain 14:0 dicarboxylic acid**	-0.367571798604301	-0.202428427494279	0.368100995829331
pentose acid*	-0.991381335400052	-0.285011877370169	0.206230758985136
N-succinyl-phenylalanine	-0.128105148070652	-0.143361741983086	0.523315538747767
1-methyl-5-imidazolelactate	-0.687665957200834	-0.428329584552905	0.0590876552721893
(2 or 3)-decenoate (10:1n7 or n8)	0.185218935020808	0.235012962202165	0.29649937806181
S-carboxyethylcysteine	-0.474563644709302	-0.376442488253652	0.0962764239705996
chenodeoxycholic acid sulfate (1)	0.193269100560626	0.112223764262483	0.617165759569141
branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	0.221111568849906	0.322483353541522	0.153252373617238
branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*	-0.0898584499309098	-0.135729560386005	0.545613127931327
carnitine of C10H14O2 (5)*	-0.44091091201268	-0.615494646634249	0.00735130720303212
3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	0.488098395117929	0.768552000101372	0.000945909691417333
branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	0.269131200453136	0.329218975343859	0.144960310195599
decadienedioic acid (C10:2-DC)**	0.0804618991254611	0.0605809627935495	0.787163385766471
deoxycholic acid 12-sulfate*	-0.213693224031855	-0.164711618820095	0.463567656640473
cis-3,4-methyleneheptanoate	-0.131812647749673	-0.239267823563735	0.287902181307497
cis-3,4-methyleneheptanoylcarnitine	-0.248662225406286	-0.510853237074668	0.0250546841529978
N-acetyl-2-aminoadipate	-0.164039687845113	-0.406817108161226	0.07269670712414
4-chlorobenzoic acid	-0.0554044381180457	-0.214770510447706	0.339780226301429
2-methoxyhydroquinone sulfate (1)	-0.472932454613032	-0.412627768311766	0.0687850673776775
3-hydroxyoctanoylcarnitine (1)	-0.022971337559648	-0.0339118016743849	0.879848111116058
3-hydroxyoctanoylcarnitine (2)	-0.0544685737828518	-0.0860365602797804	0.701457033722778
cis-3,4-methyleneheptanoylglycine	-0.201587450123148	-0.367408721462623	0.10438733509602
bilirubin degradation product, C16H18N2O5 (1)**	-0.219291586694784	-0.234117117800516	0.298331571908591
bilirubin degradation product, C16H18N2O5 (2)**	-0.117225146102907	-0.165713960872335	0.460860985383626
bilirubin degradation product, C17H18N2O4 (2)**	-0.095935716092954	-0.0642980391619213	0.774454143686184
bilirubin degradation product, C17H18N2O4 (3)**	-0.0668497635671803	-0.0507645816773979	0.820997404421688
bilirubin degradation product, C17H20N2O5 (1)**	-0.123426193893834	-0.205609681051163	0.360661496778163
bilirubin degradation product, C17H20N2O5 (2)**	-0.0995954258636677	-0.179260639588931	0.425174850355551
tetrahydrocortisol glucuronide	-0.135773130869493	-0.130961863339463	0.559781893530278
bilirubin degradation product, C16H18N2O5 (3)**	-0.14780545841769	-0.206238863167082	0.359201595657271
bilirubin degradation product, C16H18N2O5 (4)**	-0.168250745921044	-0.214456825934779	0.340481918871075
N,N-dimethyl-pro-pro	-0.187169756632075	-0.51694445963491	0.0234260644929164
oxindolylalanine	-0.242298596241689	-0.607210866549439	0.0081447479369907
tetrahydrocortisone glucuronide (5)	-0.306442246770061	-0.403727041213505	0.0748513904276974
perfluorohexanesulfonate (PFHxS)	-0.0529460077355506	-0.0343075336175692	0.878457046580387
menthol glucuronide	-0.501269284703946	-0.0955477639871343	0.670336242266531
X-07765	-0.167322142473891	-0.0876326125546869	0.696197166602033
X-10458	0.0633805225553805	0.157893958595004	0.482215333261655
X-11299	-0.420838169017016	-0.165024476380151	0.462721864941947
X-11308	0.12658980306562	0.282347415893499	0.210460378495167
X-11315	-0.15911172172792	-0.242117220761565	0.282241537732578
X-11372	0.144737849631688	0.261623849933234	0.245556587028773
X-11378	0.140463251118371	0.253176402679675	0.261002566129547
X-11381	0.0829270300818628	0.113396231237598	0.613499044156861
X-11444	-0.214251661165858	-0.268780985210354	0.232990461100129
X-11470	-0.348740902169817	-0.405321811934874	0.0737328185853094
X-11478	-0.275326863487334	-0.37785099173966	0.0950593891814723
X-11483	-0.268165777546087	-0.104311086754358	0.642162688417829
X-11632	-0.193085116008956	-0.432309045460247	0.0568223117357744
X-11787	-0.128950927074709	-0.382251225325809	0.091338026409287
X-11795	0.0965564479164264	0.0735535734265176	0.74308141942196
X-11843	-0.745832855248306	-0.246714808436295	0.273271033744458
X-11847	-3.99746817617148	-0.481203728319243	0.0344897405759528
X-11849	-2.72704438011538	-0.484082347429139	0.0334544620533748
X-11850	-1.10585225210071	-0.363299963506611	0.108255128037777
X-11852	-1.22816098494548	-0.154030530605543	0.492964441167311
X-11880	0.162653450646365	0.248186210944854	0.270442561990999
X-11979	-0.113753188256363	-0.40624266531854	0.0730933006781087
X-12007	-0.149207456828363	-0.0659050940486117	0.768978177101205
X-12015	-0.683051317820254	-0.605139755053417	0.00835497069809066
X-12026	-0.195732047399907	-0.437643887906253	0.0539013212425848
X-12096	-0.237430743202355	-0.233194351359742	0.300226869510633
X-12100	-0.00304539893273318	-0.007828350235665	0.972161647509985
X-12101	0.02547227196602	0.0242306008402001	0.913986387222903
X-12104	-0.438773199088903	-0.745745054378709	0.0013073470033164
X-12112	0.468888292811358	0.322786103558862	0.152871935136812
X-12117	-0.265690144260405	-0.234340769095703	0.297873436732352
X-12126	-0.129495243633393	-0.106753894523083	0.634399634252976
X-12127	-0.294398673977508	-0.177983412753242	0.428467611173461
X-12193	-0.270119037285651	-0.394654073080395	0.081487031592597
X-12216	-0.291704369986905	-0.228778865332225	0.30940904132383
X-12221	-0.166778682371962	-0.108370406572068	0.62928486204414
X-12283	0.309188759693713	0.155863163119241	0.487849305506923
X-12410	-0.661293202311619	-0.306050288584612	0.175022639865577
X-12411	-0.68240162625236	-0.433475190394772	0.0561725929873173
X-12456	-0.03645200732818	-0.0476168628720348	0.831922253366772
X-12462	-1.22820841214035	-1.44279177283558	8.50287976315702e-09
X-12544	-0.980524568882857	-0.158763350435751	0.479814472998455
X-12680	-0.21026685220598	-0.203823505847885	0.364826631315432
X-12707	-0.259035312352584	-0.493828240589804	0.0301479677724557
X-12714	-0.289120830528123	-0.305609746017091	0.175637101656577
X-12718	0.00318203391293092	0.00310535800639771	0.988955128566054
X-12726	-0.917025844322366	-0.278988483030095	0.215883140107785
X-12729	-2.01950355911059	-0.418330054263671	0.0651193266480656
X-12798	0.0698287025958053	0.121120243692268	0.589592433290423
X-12812	-0.253680437976402	-0.166348290146763	0.459152739394535
X-12822	-0.194270636413744	-0.385001214061192	0.0890735230535122
X-12844	-0.239893228008793	-0.414869177247783	0.0673240493823965
X-12847	-0.271073071593228	-0.120603888106269	0.591176883027621
X-12906	-0.260525316678484	-0.371064115460157	0.101041067248166
X-13007	0.0215674700103132	0.0278500789711183	0.901200763857826
X-13431	0.0378902653122263	0.0444565874962134	0.842924078407998
X-13507	-0.158020876376119	-0.137470150979968	0.540485947556777
X-13553	-0.133730326872674	-0.271028908845515	0.229141286579705
X-13684	-0.148138583503447	-0.206541059018098	0.358501753486714
X-13728	-0.246479702214304	-0.200702124721597	0.372178501928558
X-13729	-0.0257503233466912	-0.0325228419774765	0.884733502570195
X-13866	-0.921577744381745	-0.288767225793887	0.200376760523555
X-14056	0.0674016891846994	0.209188571333055	0.352407912002063
X-14904	-0.0527282989371087	-0.0542713094375379	0.80886817460717
X-14939	-0.255595308041993	-0.439743816138609	0.0527871019609436
X-15245	0.534139234448857	0.782619782395984	0.000772441930154534
X-15461	0.0462293911143729	0.0950833727722846	0.671842959598191
X-15486	-0.280852536738055	-0.423766742393875	0.0617786682016055
X-15503	-0.0620480654227752	-0.118769956662112	0.596820411153139
X-15674	0.129627428546038	0.247139573949011	0.272452399578834
X-15728	0.209842615561784	0.0770217720228569	0.731433486112292
X-16087	-0.361582543244368	-0.31701004868132	0.160257426142301
X-16397	-0.269157191520996	-0.458999895121677	0.0434543019653956
X-16576	0.105837073297522	0.100549306061335	0.65419542477241
X-16580	-0.155151305080849	-0.228090445707119	0.310857505280092
X-16935	0.189786490638557	0.204042181478646	0.364315068004627
X-16964	-0.0676372686070349	-0.184445438393232	0.411963707312843
X-17010	0.12227971146799	0.49987190827342	0.0282444867151155
X-17146	-0.0439871701256366	-0.025287609867949	0.910250057305546
X-17325	0.427343222274716	0.212416041952267	0.345070110445495
X-17335	-0.0035880280070478	-0.00609927808363483	0.978308628085787
X-17346	0.0700514215671619	0.078118455700262	0.727763220781165
X-17351	0.316772370810358	0.162241415822363	0.470276449313995
X-17357	-0.226619935870722	-0.403256831424193	0.0751838797247084
X-17438	-0.259555256970104	-0.103598605368887	0.644434477624392
X-17653	-0.0465931995607769	-0.0898989632954692	0.688753870762397
X-17676	-0.322042440898654	-0.556386575378672	0.0149695402096122
X-17690	0.0614607175392597	0.0112642450586536	0.959952149167492
X-18345	0.096837483973736	0.055742480231221	0.803793344975135
X-18779	0.0341888216731561	0.0953881688674097	0.670853896606569
X-18886	-0.0226939658172808	-0.0365595623584237	0.870548193574401
X-18887	-0.00343447028394016	-0.00479241660958094	0.982955509685118
X-18899	0.148827471111179	0.265770410725261	0.23821846299969
X-18901	-0.240314621680657	-0.182763450271376	0.416222070623409
X-18913	0.130237451313674	0.154075388318676	0.492838888173654
X-18921	-0.0344726526079681	-0.0473590387331033	0.832818588020618
X-18922	-0.0157012484810708	-0.0583358058288305	0.794868245177327
X-19141	0.0223267455582953	0.0288889038515548	0.897535837002906
X-19299	1.9929684489253	0.15162898622936	0.499711596602158
X-19438	0.415986064007177	1.01964597392958	1.8695378921586e-05
X-21258	-0.0701151874499268	-0.0232067558410687	0.91760733766832
X-21286	0.054971126775896	0.0876916293431369	0.696002957273764
X-21310	-0.0391192329198572	-0.110591574951861	0.622286412759949
X-21319	-0.279956256361577	-0.393250104841505	0.0825560772854532
X-21339	0.105676564677616	0.202955015748157	0.366862864449349
X-21353	0.0670894962954856	0.0620264105905032	0.782214104429936
X-21364	-0.343437529677756	-0.54720036237159	0.016647462726025
X-21383	-0.0465212289229421	-0.067112970461948	0.76487009540332
X-21441	-0.274423271309206	-0.302340881628577	0.180247795048125
X-21467	-0.0845301203147333	-0.144655652492127	0.519583141827827
X-21470	-0.14124138788526	-0.0999730484944822	0.656046910033581
X-21471	-0.184710101774803	-0.201926470351131	0.369283679311088
X-21607	-0.322129039757832	-0.257104567191293	0.253736784999347
X-21733	-0.11171175300883	-0.139075201024772	0.535779883222112
X-21736	0.0204570312595688	0.0194060194733001	0.931063739191361
X-21796	-0.0701080740360415	-0.228777233609111	0.30941246915508
X-21821	0.352430725522378	0.169479929369881	0.450772437451974
X-21829	0.0204670948476696	0.0254243502298494	0.909766851558479
X-21834	0.201376286051611	0.145821469890235	0.516232270221095
X-22143	-0.587647320336986	-0.442120538478002	0.0515497455877402
X-22162	-0.206744764186191	-0.354226678072097	0.117205972853911
X-22771	-0.00627196646692793	-0.0153931844992205	0.945292823358461
X-22776	0.0494458353688323	0.0867523170553067	0.699096400624194
X-23276	0.250209265608505	0.769509990382092	0.000933016293320914
X-23587	-1.07398293724312	-0.141986820737082	0.527296933577542
X-23593	0.029145826154667	0.0530002331950686	0.813259391566518
X-23636	0.134339466760808	0.656255762008131	0.00438170618300811
X-23639	-0.30436222496082	-0.51118926224924	0.0249623018188464
X-23641	-0.42991794393383	-0.336749663666619	0.136108867067774
X-23644	-1.16223787602634	-0.269295116471864	0.232106004088009
X-23654	-0.114193697976754	-0.288179698685862	0.201284375549681
X-23659	-0.457532153773349	-0.537042964653241	0.0186970431662731
X-23665	0.14721603768326	0.182840621704479	0.41602611449054
X-23666	-0.565167792234883	-0.734876285317021	0.00152207892056904
X-23678	0.0214565050140313	0.0328455786816635	0.883597934348337
X-23680	-0.13618168938051	-0.30081746943994	0.18242761141373
X-23739	-0.10830594173879	-0.331950657904861	0.141698946779711
X-23780	-1.25378116862287	-0.378452253738425	0.0945437011566065
X-23782	-0.147864411376285	-0.1819749254849	0.418227498019964
X-23997	-0.0822991501613567	-0.127152732929698	0.571231194218119
X-24241	0.0796211993142717	0.101907840585495	0.649839115482507
X-24243	0.659394857102226	0.281428436154624	0.21193392583328
X-24295	0.388290068045656	0.905708212481743	0.000119765741995356
X-24306	0.0212655040360821	0.0564537738736497	0.801342730492493
X-24307	-0.298597514358617	-0.557752152094701	0.0147335129666109
X-24309	-0.0210737306925877	-0.0327674494782572	0.883872814309101
X-24328	0.0548202091698995	0.0756046564865145	0.736185421800434
X-24334	-0.209009185580077	-0.263159401786236	0.242820514485638
X-24337	0.331892458475928	0.443292182954055	0.0509489305626057
X-24411	-0.0974104086704485	-0.102998897684133	0.646349309456629
X-24418	-0.468010275639007	-0.538897876831454	0.0183067447537407
X-24422	-0.555468216548836	-0.289292274631439	0.199568242069169
X-24425	-0.422415026504439	-0.680594774293806	0.00318449060952603
X-24456	-0.242046412608063	-0.467710580957812	0.0397226378796527
X-24462	-0.177147482535326	-0.328954822630948	0.145278766118069
X-24473	-1.76270108018971	-0.486466135248989	0.032617762057715
X-24475	-0.10048920804848	-0.0397314858171259	0.859431309122046
X-24522	-0.107684304866179	-0.131047744625861	0.559525068725821
X-24531	-0.0278182757633522	-0.0341301332274062	0.879080591846389
X-24544	-0.284555601381657	-0.329518887068825	0.144599405155728
X-24556	-0.437712317605747	-0.602445595113777	0.00863583616308516
X-24588	-0.0791954238216096	-0.236272297524915	0.293936767179393
X-24728	-0.134585402561517	-0.302315291211727	0.180284248210398
X-24748	0.144429413820474	0.28615997464656	0.204427770000357
X-24812	-0.351097443110546	-0.362971830558842	0.108568938424868
X-24947	-0.345162887131812	-0.316874203093176	0.160434376438948
X-24949	0.0018859558614381	0.00265920808091438	0.99054187429507
X-24951	-0.0382771511669149	-0.0514318600640415	0.818685930784919
X-24953	-0.130215681237189	-0.13027738086867	0.561830893598236
X-24970	1.49199596914155	0.429885540162985	0.0581929743541659
